,merchantnum_amount_sum_3,merchantnum_amount_week_diff_sum_3,cardnum_amount_sum_3,cardnum_amount_week_diff_sum_3,newmerch_30,newmerch_15,cardnum_merchantnum_30,cardnum_merchantnum_15,cardnum_zip_30,cardnum_state_30,Fraud
1795,480.0,59.88491380763162,4054.42,449.6798636313469,6,3,30,16,29,15,0
1796,520.28,-704.8061307045728,51.68,-368.4350861923684,1,0,2,1,2,1,0
1797,549.67,-1095.5312168969413,978.35,-1856.6782197289813,2,1,12,8,11,9,0
1798,480.0,59.88491380763162,4534.42,509.5647774389785,6,3,31,17,30,15,0
1799,500.0,-340.2301723847368,300.8,-504.1710445122043,0,0,6,6,7,6,0
1800,283.0800000000001,-557.1501723847367,134.08,-286.0350861923684,0,0,1,1,1,1,0
1801,809.5,4.528955487795713,1351.22,-1028.4340056640806,0,0,10,8,10,8,0
1802,593.22,-2591.4050501762845,300.5,-539.7301723847368,1,0,7,2,6,5,0
1803,1176.44,756.3249138076317,1296.42,36.07474142289493,5,2,14,7,7,3,0
1804,68.98,-351.1350861923684,68.98,-351.1350861923684,1,0,8,3,8,5,0
1805,2134.67,524.7279109755912,409.95,-10.165086192368394,1,1,15,9,15,11,0
1806,233.95,-186.1650861923684,847.95,7.7198276152632275,1,1,7,5,6,7,0
1807,197.33,-222.7850861923684,197.33,-222.7850861923684,0,0,1,1,1,1,0
1808,98.0,-322.1150861923684,98.0,-322.1150861923684,2,2,11,5,11,7,0
1809,162.97,-677.2601723847367,712.8,-92.17104451220429,2,1,5,3,5,4,0
1810,98.9,-321.2150861923684,408.9,-431.3301723847368,1,0,8,3,8,7,0
1811,343.0,-77.11508619236838,343.0,-77.11508619236838,0,0,4,3,4,3,0
1812,2817.58,717.0045690381579,2817.58,717.0045690381579,1,1,10,4,8,5,0
1813,12.5,-827.7301723847368,12.5,-827.7301723847368,0,0,11,9,12,8,0
1814,146.74,-658.2310445122043,89.0,-331.1150861923684,0,0,1,1,1,1,0
1815,1041.04,620.9249138076316,1467.04,662.0689554877956,2,1,9,7,8,8,0
1816,83.94,-336.1750861923684,83.94,-336.1750861923684,0,0,3,3,2,1,0
1817,2447.25,2027.134913807632,6236.33,3750.8986107183223,2,2,11,11,11,7,0
1818,137.0,-703.2301723847368,137.0,-703.2301723847368,0,0,2,2,2,1,0
1819,255.6,-584.6301723847369,255.6,-584.6301723847369,2,2,4,4,3,3,0
1820,278.65,-141.4650861923684,278.65,-141.4650861923684,0,0,1,1,1,1,0
1821,1877.1,652.0138692954274,1519.37,679.1398276152632,2,1,5,3,4,5,0
1822,2931.42,-1548.8094366259222,612.73,-192.2410445122043,0,0,3,2,3,3,0
1823,51.0,-369.1150861923684,51.0,-369.1150861923684,0,0,4,3,4,4,0
1824,2954.55,-1945.7945228182907,206.89,-633.3401723847368,4,1,16,8,20,14,0
1825,112.2,-692.7710445122043,112.2,-692.7710445122043,0,0,7,6,8,2,0
1826,539.57,-720.7752585771051,376.6,-43.51508619236836,3,1,13,8,11,5,0
1827,3029.99,-2290.469609010659,75.44,-344.6750861923684,0,0,7,5,7,7,0
1828,242.66,-177.45508619236838,1244.41,-400.79121689694097,2,1,10,8,10,8,0
1829,43.17,-376.94508619236836,267.17,-537.8010445122043,2,2,2,2,2,1,0
1830,2340.43,1920.3149138076315,2340.43,1920.3149138076315,0,0,6,4,7,4,0
1831,227.63,-1872.945430961842,227.63,-1872.945430961842,2,1,5,3,4,4,0
1832,3483.9,-2256.674695203028,453.91,33.794913807631644,0,0,2,1,2,2,0
1833,73.91,-731.0610445122043,276.75,-913.0770028320403,0,0,6,5,6,6,0
1834,365.0,-439.9710445122043,96.0,-744.2301723847368,0,0,5,4,5,5,0
1835,1966.15,705.8047414228951,1798.95,958.7198276152632,0,0,2,2,2,2,0
1836,46.81,-373.3050861923684,782.3499999999998,-442.7361307045727,0,0,15,11,14,10,0
1837,1880.0,1075.0289554877957,1786.0,1365.8849138076316,1,1,4,4,5,5,0
1838,2405.08,410.28195265575545,830.8,25.828955487795724,1,0,9,6,8,8,0
1839,145.95,-274.1650861923684,145.95,-274.1650861923684,0,0,1,1,1,1,0
1840,346.54,-493.6901723847368,412.84,-812.2461307045728,5,4,13,9,12,7,0
1841,269.59,-150.5250861923684,756.1099999999999,-853.8320890244086,7,4,41,31,36,13,0
1842,3559.89,-2600.799781395396,282.88,-977.4652585771053,4,1,16,8,20,14,0
1843,670.82,250.70491380763167,670.82,250.70491380763167,0,0,5,4,4,5,0
1844,106.0,-314.1150861923684,346.9,-842.9270028320402,4,2,16,7,17,13,0
1845,202.0,-218.11508619236838,1553.22,-1246.549091856449,0,0,11,9,11,8,0
1846,591.87,-633.2161307045726,555.78,-669.3061307045728,1,0,7,4,6,5,0
1847,156.45,-263.6650861923684,156.45,-263.6650861923684,0,0,1,1,1,1,0
1848,319.0,-101.11508619236838,319.0,-101.11508619236838,1,1,1,1,1,1,0
1849,69.9,-350.2150861923684,478.8,-781.5452585771053,1,0,8,4,8,7,0
1850,238.23,-602.0001723847367,129.91,-710.3201723847368,0,0,7,5,7,7,0
1851,370.48,-49.635086192368355,1164.33,359.3589554877957,1,0,5,4,5,5,0
1852,370.37,-889.9752585771051,415.02,-1265.4403447694735,4,1,16,8,20,14,0
1853,159.85000000000005,-680.3801723847369,59.45,-360.6650861923684,1,0,2,1,2,2,0
1854,19.25,-400.8650861923684,19.25,-400.8650861923684,1,0,2,1,2,2,0
1855,2493.77,2073.654913807632,3144.7200000000007,1567.5677889177937,1,1,17,14,17,8,0
1856,3956.95,-2623.854867587765,397.06,-23.05508619236838,0,0,1,1,1,1,0
1857,92.82,-327.2950861923684,232.0,-572.9710445122042,1,0,10,7,9,4,0
1858,101.21,-318.9050861923684,221.21,-619.0201723847368,0,0,5,4,6,4,0
1859,69.94,-350.1750861923684,69.94,-350.1750861923684,1,1,1,1,2,1,0
1860,3987.57,-3013.349953780133,550.62,-289.6101723847368,0,0,6,4,7,7,0
1861,3526.0,3105.8849138076316,8060.42,3615.44969124661,6,3,32,18,31,16,0
1862,807.98,-417.1061307045726,734.07,313.95491380763167,1,1,6,4,5,3,0
1863,4146.65,-3274.385039972501,159.08,-261.0350861923684,0,0,3,3,4,4,0
1864,462.25,42.13491380763162,462.25,42.13491380763162,2,2,4,3,3,3,0
1865,295.0,-125.11508619236838,583.92,-1410.8780473442444,1,1,26,19,21,12,0
1866,68.38,-351.7350861923684,1167.48,-897.8363030893094,1,0,7,5,6,6,0
1867,16.29,-403.8250861923684,16.29,-403.8250861923684,1,1,11,11,11,9,0
1868,38.31,-381.8050861923684,38.31,-381.8050861923684,0,0,1,1,1,1,0
1869,1867.4,1062.4289554877955,3647.36,2842.388955487796,0,0,8,7,6,5,0
1870,653.0,232.88491380763162,653.0,232.88491380763162,0,0,12,7,11,6,0
1871,608.48,188.3649138076316,608.48,188.3649138076316,0,0,6,2,5,4,0
1872,3585.53,2325.184741422895,8560.65,5655.1035245259545,2,2,11,11,11,7,0
1873,603.9300000000002,-1041.271216896941,155.03,-685.2001723847368,0,0,6,3,6,6,0
1874,20.0,-787.4402944425348,69.99000000000001,-1124.7755026927014,0,0,7,6,7,6,0
1875,61.75,-358.3650861923684,645.67,-1769.243133536613,1,1,27,20,22,13,0
1876,138.68,-281.4350861923684,1691.9,-1527.984178048817,0,0,12,10,12,9,0
1877,743.67,323.55491380763164,1545.33,705.0998276152632,0,0,2,1,2,1,0
1878,284.7000000000001,-905.1270028320399,78.9,-341.2150861923684,0,0,5,3,5,5,0
1879,19.59,-820.6401723847367,3.3,-416.81508619236837,2,2,7,7,5,5,0
1880,482.95,62.83491380763161,641.91,-198.32017238473674,0,0,12,10,10,6,0
1881,4044.27,1943.6945690381585,596.05,175.93491380763157,0,0,5,2,5,5,0
1882,23.84,-396.2750861923684,140.85,-1084.2361307045726,3,1,25,17,26,13,0
1883,1045.08,240.10895548779573,1045.08,240.10895548779573,6,2,15,5,13,8,0
1884,54.5,-365.6150861923684,1001.12,-259.22525857710514,1,1,3,3,3,3,0
1885,999.95,579.8349138076318,1140.8,-504.40121689694087,3,1,26,18,26,13,0
1886,2907.4,1682.3138692954276,4687.36,3462.273869295427,0,0,8,7,6,5,0
1887,33.0,-387.1150861923684,329.0,-931.3452585771053,3,1,7,3,7,6,0
1888,230.0,-190.11508619236838,230.0,-190.11508619236838,0,0,1,1,1,1,0
1889,850.0,429.8849138076316,850.0,429.8849138076316,2,1,5,1,6,4,0
1890,6.75,-413.3650861923684,6.75,-413.3650861923684,0,0,2,2,2,2,0
1891,14.97,-405.1450861923684,220.77,-969.05700283204,13,1,26,12,25,15,0
1892,84.84,-335.2750861923684,428.54,-796.5461307045726,0,0,4,3,4,4,0
1893,6.39,-413.7250861923684,6.39,-413.7250861923684,1,1,3,1,3,3,0
1894,576.06,155.94491380763156,576.06,155.94491380763156,0,0,2,2,2,2,0
1895,290.0,-130.11508619236838,290.0,-130.11508619236838,1,1,4,3,5,4,0
1896,109.56,-730.6701723847368,758.7900000000002,-81.44017238473668,1,1,6,4,5,3,0
1897,747.65,327.5349138076316,3892.37,1895.1027027254252,2,2,18,15,17,8,0
1898,365.39,-2155.3005171542104,365.39,-2155.3005171542104,2,1,5,3,4,4,0
1899,906.84,-667.8429611518761,983.03,-2272.1133059213503,2,1,12,8,11,9,0
1900,123.52,-296.5950861923684,532.29,-728.0552585771053,1,1,18,11,19,10,0
1901,89.0,-331.1150861923684,89.0,-331.1150861923684,0,0,1,1,1,1,0
1902,53.97,-366.1450861923684,8614.619999999999,5288.958438333585,2,2,12,12,12,8,0
1903,18.45,-401.6650861923684,130.65,-1094.4361307045726,0,0,8,7,9,2,0
1904,49.5,-790.7301723847368,16.5,-403.6150861923684,0,0,1,1,1,1,0
1905,349.0,-71.11508619236838,349.0,-71.11508619236838,1,1,3,2,3,2,0
1906,909.18,-736.021216896941,311.2,-529.0301723847367,1,1,12,9,10,9,0
1907,3846.0,3005.7698276152632,8380.42,3515.334605054242,6,3,32,18,31,16,0
1908,94.75,-745.4801723847368,94.75,-745.4801723847368,0,0,3,3,2,1,0
1909,1062.0,221.76982761526324,937.0,516.8849138076316,0,0,1,1,1,1,0
1910,270.95,-149.16508619236842,912.86,-347.4852585771051,0,0,13,11,11,7,0
1911,125.82,-294.2950861923684,685.8199999999998,-154.41017238473674,1,1,6,5,6,5,0
1912,113.0,-307.1150861923684,489.6,-350.6301723847368,3,1,14,9,12,5,0
1913,62.0,-358.1150861923684,2181.0,1373.5597055574651,1,1,10,7,10,7,0
1914,60.0,-379.1792176434506,60.0,-379.1792176434506,2,2,7,5,7,7,0
1915,2643.18,1783.885696164181,149.41,-289.76921764345065,1,0,4,1,4,2,0
1916,66.0,-1213.4093900281873,307.35,-516.6851759632865,0,0,5,5,4,2,0
1917,98.55,-340.6292176434506,8478.97,3174.7053874107914,5,2,30,16,30,15,0
1918,120.92,-318.2592176434506,1986.58,707.1706099718124,4,0,12,6,11,5,0
1919,1295.0,855.8207823565493,3290.0,2465.964824036713,4,3,17,14,17,9,0
1920,57.33,-381.8492176434506,376.33,-482.964303835819,1,1,2,2,2,2,0
1921,5319.67,-2540.544257615952,2864.92,-794.1433956922679,0,0,12,10,12,9,0
1922,1648.95,824.9148240367135,1621.24,761.9456961641811,1,1,11,11,11,9,0
1923,952.45,513.2707823565495,952.45,513.2707823565495,0,0,1,1,1,1,0
1924,1135.55,696.3707823565494,1135.55,696.3707823565494,0,0,1,1,1,1,0
1925,47.96,-391.2192176434505,207.94,-616.0951759632866,1,1,2,2,2,1,0
1926,1005.44,-1078.9404345403916,145.09,-678.9451759632866,1,0,6,2,5,5,0
1927,5983.67,-2315.723475259403,676.5,-602.9093900281872,0,0,11,8,12,8,0
1928,975.77,151.73482403671352,772.71,333.53078235654937,2,0,7,4,6,6,0
1929,249.92,-609.374303835819,186.64,-637.3951759632865,1,1,5,5,5,5,0
1930,44.95,-394.2292176434506,44.95,-394.2292176434506,0,0,1,1,1,1,0
1931,392.39,-2567.479734797661,1167.8,-916.5804345403917,3,0,26,18,25,13,0
1932,496.0,56.82078235654939,496.0,56.82078235654939,3,2,7,4,4,2,0
1933,409.07,-2989.978952441112,1184.48,-1339.079652183842,3,0,26,18,25,13,0
1934,256.68,-567.3551759632866,295.7800000000001,-528.2551759632865,1,1,2,2,2,2,0
1935,138.0,-301.1792176434506,734.75,-89.28517596328652,2,1,7,4,8,6,0
1936,618.59,-240.70430383581902,818.59,-425.5602621556549,1,0,12,4,11,9,0
1937,186.5,-252.67921764345058,317.7100000000001,-506.32517596328654,1,1,8,4,6,7,0
1938,3123.18,689.2027350123049,718.1,278.9207823565494,0,0,3,1,3,3,0
1939,525.0,85.82078235654939,525.0,85.82078235654939,0,0,2,1,2,2,0
1940,39.99,-399.1892176434506,39.99,-399.1892176434506,1,1,3,3,3,2,0
1941,478.95,-380.344303835819,245.0,-194.17921764345058,1,1,5,5,5,4,0
1942,229.95,-209.22921764345062,2523.49,894.4837795245089,9,5,20,11,19,11,0
1943,91.0,-348.1792176434506,91.0,-348.1792176434506,1,0,3,2,3,3,0
1944,40.94,-818.354303835819,6.15,-433.0292176434505,0,0,1,1,1,1,0
1945,1491.61,667.5748240367134,2899.36,2040.065696164181,0,0,11,7,11,8,0
1946,4115.18,1575.4253513947076,70.91,-368.26921764345065,0,0,3,2,3,3,0
1947,68.5,-370.6792176434506,199.15,-1465.1153483480234,0,0,9,7,10,2,0
1948,103.0,-336.1792176434506,310.98,-968.4293900281873,0,0,4,3,4,4,0
1949,445.45,-413.844303835819,166.8,-272.3792176434506,1,0,5,2,6,5,0
1950,497.95,-3340.2781700845617,1273.36,-1689.3788698272924,3,0,26,18,25,13,0
1951,195.0,-244.17921764345058,195.0,-244.17921764345058,0,0,2,2,1,2,0
1952,150.0,-289.1792176434506,150.0,-289.1792176434506,0,0,1,1,1,1,0
1953,59.42,-379.7592176434506,59.42,-379.7592176434506,0,0,3,2,2,3,0
1954,82.5,-1636.0886076716379,16.5,-422.6792176434506,0,0,2,2,2,2,0
1955,381.75,-477.544303835819,867.63,-796.6353483480234,1,0,8,5,7,6,0
1956,237.33,-201.84921764345057,1429.9,185.74973784434516,2,1,13,6,14,9,0
1957,268.3,-170.87921764345057,1269.42,-430.10447622055574,1,1,4,4,4,3,0
1958,158.5,-1999.2678253150884,179.0,-645.0351759632865,3,2,8,6,8,4,0
1959,280.06,-579.234303835819,270.58,-168.59921764345063,1,0,6,2,6,4,0
1960,164.0,-275.17921764345056,840.5,-878.0886076716379,0,0,12,9,13,9,0
1961,300.0,-578.3584352869012,150.0,-289.1792176434506,0,0,1,1,1,1,0
1962,139.0,-300.1792176434506,139.0,-300.1792176434506,1,0,3,2,3,3,0
1963,607.55,-986.1970926029584,607.55,-986.1970926029584,1,0,6,2,6,5,0
1964,25.0,-414.1792176434506,25.0,-414.1792176434506,0,0,7,3,6,4,0
1965,637.25,-661.2235214792696,470.45,-388.844303835819,0,0,1,1,1,1,0
1966,190.35,-248.82921764345062,368.63,-490.664303835819,0,0,9,6,9,7,0
1967,266.64,-172.53921764345063,266.64,-172.53921764345063,2,1,3,2,3,1,0
1968,156.5,-282.6792176434506,156.5,-282.6792176434506,0,0,3,2,3,3,0
1969,89.95,-349.2292176434506,1072.98,-2621.342523564801,2,1,12,7,11,9,0
1970,278.0,-600.3584352869012,278.0,-600.3584352869012,1,0,3,2,3,3,0
1971,1448.0,1008.8207823565493,1481.81,657.7748240367135,1,1,3,3,2,1,0
1972,36.22,-402.95921764345053,67.3,-1141.5911342831225,1,0,5,2,3,4,0
1973,733.7199999999998,-1299.206310246409,733.7199999999998,-1299.206310246409,1,0,6,2,6,5,0
1974,2278.0,1838.8207823565494,10756.97,5013.52616976734,5,2,30,16,30,15,0
1975,150.0,-289.1792176434506,199.1,-624.9351759632865,1,0,6,5,5,4,0
1976,1275.0,415.705696164181,928.5,104.46482403671348,1,1,6,4,4,2,0
1977,159.92,-279.2592176434506,159.92,-279.2592176434506,0,0,2,1,2,2,0
1978,6046.33,-2692.242692902853,10819.63,4637.006952123891,5,2,31,17,31,16,0
1979,389.64,-488.71843528690124,123.0,-316.1792176434506,0,0,2,1,2,2,0
1980,345.75,-93.42921764345058,345.75,-93.42921764345058,2,2,4,2,3,4,0
1981,544.6100000000001,-1924.6263928602273,40.68,-783.3551759632865,0,0,9,5,8,6,0
1982,248.0,-630.3584352869012,844.75,-418.46439360673713,2,1,7,4,8,6,0
1983,1838.79,174.5246516519767,1712.02,503.1288657168776,0,0,3,3,3,3,0
1984,1888.61,-89.9930509227944,171.32,-267.85921764345056,0,0,3,1,3,3,0
1985,1582.4299999999996,373.5388657168776,3088.48,-1009.7626133357184,0,0,13,11,13,10,0
1986,39.7,-399.4792176434506,247.64,-1015.5743936067372,1,1,3,3,3,2,0
1987,390.0,-488.35843528690117,1186.2,362.16482403671347,1,0,4,2,4,2,0
1988,2094.4,1655.2207823565493,2094.4,1655.2207823565493,0,0,7,5,7,6,0
1989,222.0,-217.17921764345058,261.99,-616.3684352869012,1,1,4,4,4,2,0
1990,165.38,-273.79921764345056,165.38,-273.79921764345056,1,1,9,3,8,5,0
1991,303.27,-135.90921764345063,1216.13,-483.3944762205557,0,0,14,10,12,7,0
1992,3182.0,1937.849737844345,1425.0,546.6415647130989,0,0,3,2,3,3,0
1993,225.82,-633.474303835819,100.0,-339.1792176434506,0,0,2,1,2,2,0
1994,676.0,236.82078235654942,767.0,-92.294303835819,1,1,9,5,9,5,0
1995,65.94,-373.2392176434506,676.04,-183.25430383581897,2,2,4,3,3,1,0
1996,159.0,-280.17921764345056,324.9600000000001,-919.1902621556548,0,0,8,7,7,4,0
1997,4.49,-434.6892176434506,852.44,-426.96939002818743,1,1,8,6,7,8,0
1998,987.9,548.7207823565493,987.9,548.7207823565493,2,1,7,6,6,3,0
1999,720.82,-558.5893900281874,147.6,-291.57921764345065,0,0,2,2,2,2,0
2000,274.95,-549.0851759632865,874.95,-333.94113428312244,1,1,6,4,4,3,0
2001,98.0,-341.1792176434506,489.99,-1139.0162204754906,3,2,8,4,8,6,0
2002,430.95,-1268.574476220556,475.6,-1644.0395624129242,4,1,15,8,19,13,0
2003,80.0,-359.1792176434506,756.04,-542.4335214792695,2,2,5,4,3,1,0
2004,570.55,-3706.857387728013,1345.96,-2055.9580874707435,3,0,26,18,25,13,0
2005,60.22,-378.95921764345053,356.72,-467.3151759632866,1,0,17,8,20,13,0
2006,1046.19,-1477.3696521838422,61.6,-762.4351759632864,1,1,8,6,7,6,0
2007,52.51,-386.6692176434506,381.51,-1318.0144762205555,4,2,8,4,8,7,0
2008,631.99,-4084.596605371463,1407.4,-2433.697305114194,3,0,26,18,25,13,0
2009,1874.35,-229.09456599147396,1747.58,99.50964807342693,0,0,3,3,3,3,0
2010,6086.79,-3090.961910546304,40.46,-398.7192176434505,0,0,1,1,1,1,0
2011,2070.0,1630.8207823565494,2070.0,1630.8207823565494,0,0,6,6,5,4,0
2012,169.0,-270.17921764345056,169.0,-270.17921764345056,0,0,6,6,6,6,0
2013,656.0,216.82078235654942,656.0,216.82078235654942,0,0,5,4,6,4,0
2014,11.04,-428.13921764345065,1997.62,279.0313923283619,4,0,13,7,12,5,0
2015,742.6500000000002,-975.938607671638,896.01,36.71569616418094,3,0,14,5,13,9,0
2016,198.5,-1080.9093900281873,944.79,-334.6193900281873,1,1,7,5,6,3,0
2017,977.28,538.1007823565494,1124.28,264.98569616418104,0,0,6,4,5,5,0
2018,99.99,-339.1892176434506,1529.89,-153.43947979910544,2,1,14,7,15,9,0
2019,207.25,-1511.3386076716379,775.75,-522.7235214792696,1,1,9,5,9,5,0
2020,236.95,-202.22921764345062,236.95,-202.22921764345062,2,2,6,5,5,4,0
2021,36.0,-403.1792176434506,36.0,-403.1792176434506,0,0,2,2,2,2,0
2022,1070.91,-173.24026215565488,428.21,-450.1484352869012,1,0,6,3,7,5,0
2023,172.88,-686.4143038358188,129.57999999999998,-1518.4903519265729,1,0,6,3,4,4,0
2024,119.99,-319.1892176434506,119.99,-319.1892176434506,1,0,12,6,10,9,0
2025,3.89,-435.2892176434506,3.89,-435.2892176434506,1,1,5,5,3,4,0
2026,250.0,-189.17921764345058,983.72,-1488.3855278898595,1,0,7,3,7,5,0
2027,545.38,-753.0935214792696,265.32,-173.85921764345062,1,1,2,2,2,2,0
2028,73.58,-804.7784352869013,763.68,-973.9727391227202,2,2,5,4,3,1,0
2029,2229.26,529.7355237794443,263.11,-176.06921764345057,0,0,2,1,2,2,0
2030,175.0,-2421.947042958539,16.5,-422.6792176434506,0,0,5,5,5,5,0
2031,68.0,-371.1792176434506,68.0,-371.1792176434506,0,0,4,3,4,4,0
2032,570.33,-308.02843528690124,1390.0,-713.4445659914742,1,0,9,6,8,6,0
2033,693.4300000000002,-4462.335823014914,1468.84,-2811.4365227576445,3,0,26,18,25,13,0
2034,4445.18,1466.2461337512573,391.2,-432.83517596328653,0,0,3,3,2,2,0
2035,199.3,-659.994303835819,495.75,-802.7235214792696,0,0,2,2,2,2,0
2036,246.58,-577.4551759632865,212.77,-226.40921764345057,0,0,6,5,5,3,0
2037,520.0,80.82078235654939,520.0,80.82078235654939,0,0,2,1,2,1,0
2038,400.8,-38.3792176434506,1672.16,-376.9613066678592,0,0,9,6,11,7,0
2039,393.01,-46.169217643450615,393.01,-46.169217643450615,1,1,2,1,2,2,0
2040,3580.51,707.3535173688542,457.33,18.15078235654937,1,0,8,4,8,5,0
2041,1290.0,850.8207823565493,1814.0,989.9648240367136,2,2,24,18,21,12,0
2042,155.0,-284.1792176434506,381.58,-1317.9444762205558,1,0,5,4,5,2,0
2043,803.83,-4791.115040658365,1579.2400000000002,-3140.215740401095,3,0,26,18,25,13,0
2044,535.0,-782.5376529303519,145.0,-294.1792176434506,0,0,1,1,1,1,0
2045,1727.7499999999998,79.67964807342695,907.25,83.21482403671342,0,0,1,1,1,1,0
2046,450.0,-867.5376529303519,150.0,-289.1792176434506,0,0,2,2,3,3,0
2047,5.0,-434.1792176434506,5.0,-434.1792176434506,0,0,5,4,4,3,0
2048,1050.34,-963.5221787953267,239.82,-584.2151759632866,1,1,4,3,4,4,0
2049,39.3,-399.8792176434506,891.74,-826.848607671638,1,1,9,7,8,9,0
2050,149.45,-289.7292176434506,149.45,-289.7292176434506,1,1,4,4,4,3,0
2051,56.9,-382.2792176434505,368.1,-911.3093900281874,1,1,13,10,11,10,0
2052,50.63,-388.5492176434506,50.63,-388.5492176434506,1,0,4,1,4,3,0
2053,158.0,-281.17921764345056,158.0,-281.17921764345056,0,0,9,5,8,7,0
2054,520.0,80.82078235654939,520.0,80.82078235654939,1,1,3,1,3,3,0
2055,906.0,466.8207823565494,991.47,132.17569616418103,0,0,8,5,7,5,0
2056,580.0,-279.294303835819,290.0,-149.17921764345058,0,0,5,4,5,4,0
2057,82.05,-357.1292176434506,1168.37,-40.521134283122365,4,1,25,11,22,12,0
2058,1313.41,874.2307823565495,1442.99,-644.2595695700234,1,0,6,3,4,4,0
2059,287.28,-151.8992176434506,402.17,-457.1243038358191,1,1,7,4,7,6,0
2060,955.77,516.5907823565494,955.77,516.5907823565494,0,0,1,1,1,1,0
2061,864.3100000000002,-5169.814258301815,1639.7200000000007,-3518.914958044545,3,0,26,18,25,13,0
2062,643.2,204.02078235654946,1255.93,11.779737844345163,0,0,4,3,4,4,0
2063,2721.09,671.9686933321403,2226.140000000001,-3371.674175687996,3,0,26,18,25,13,0
2064,334.68,-543.6784352869013,928.77,-770.7544762205557,1,0,16,11,15,11,0
2065,1781.77,518.5556063932629,956.0,77.64156471309876,0,0,2,2,2,2,0
2066,270.2,-168.97921764345062,270.2,-168.97921764345062,0,0,1,1,1,1,0
2067,188.05,-671.244303835819,126.3,-312.8792176434506,4,2,15,8,14,8,0
2068,277.12,-546.9151759632865,221.16,-218.01921764345062,0,0,3,2,2,1,0
2069,600.0,-1156.7168705738025,1106.0,-211.53765293035184,0,0,2,2,2,2,0
2070,100.0,-339.1792176434506,1772.16,-716.1405243113098,0,0,9,6,11,7,0
2071,131.88,-692.1551759632864,16.49,-422.6892176434506,0,0,2,2,2,2,0
2072,24.99,-414.1892176434506,28.29,-831.004303835819,2,2,8,8,5,5,0
2073,1575.16,1135.9807823565495,3920.86,1522.1418628848373,1,0,19,12,17,14,0
2074,769.5600000000002,-1664.417264987695,237.6,-201.57921764345062,4,3,7,4,6,2,0
2075,73.18,-805.1784352869013,73.18,-805.1784352869013,0,0,4,3,4,4,0
2076,277.82,-161.35921764345062,436.9,-422.39430383581896,0,0,3,3,4,4,0
2077,880.99,-5592.313475945266,2242.82,-3794.173393331447,3,0,26,18,25,13,0
2078,191.5,-2844.626260601989,398.01,-1740.6936938640063,4,2,8,4,8,7,0
2079,6735.24,-2881.6911281897546,803.48,-475.9293900281874,0,0,6,3,6,6,0
2080,18.56,-420.6192176434506,18.56,-420.6192176434506,5,4,13,8,11,5,0
2081,2880.74,1582.2664785207305,2503.99,1625.6315647130987,0,0,6,5,5,4,0
2082,540.0,100.82078235654942,577.66,-281.634303835819,0,0,3,2,3,3,0
2083,200.88,-1097.5935214792696,28.0,-411.1792176434506,1,0,4,2,3,3,0
2084,165.39,-273.78921764345057,165.39,-273.78921764345057,1,1,4,3,4,4,0
2085,925.27,-5987.212693588715,2287.100000000001,-4189.0726109748975,3,0,26,18,25,13,0
2086,3600.46,288.12429972540366,19.95,-419.2292176434506,1,1,7,6,7,5,0
2087,29.99,-409.1892176434506,519.98,-1548.2054381189416,3,2,9,5,8,6,0
2088,216.0,-1941.7678253150884,8.75,-430.4292176434506,0,0,1,1,1,1,0
2089,719.7,280.52078235654943,2340.94,1042.4664785207306,1,1,12,12,12,9,0
2090,1063.95,-234.5235214792696,830.0,-48.35843528690122,1,1,5,5,5,4,0
2091,1411.0,971.8207823565493,1411.0,971.8207823565493,0,0,6,4,4,5,0
2092,184.41,-254.76921764345062,184.41,-254.76921764345062,3,2,7,5,7,5,0
2093,947.92,-1925.2364826311457,2664.03,194.79360713977246,1,0,13,7,14,9,0
2094,2558.95,821.2972608772798,4978.940000000001,2929.8186933321413,2,2,18,16,18,8,0
2095,400.0,-39.179217643450606,506.6,-317.4351759632865,0,0,3,2,4,4,0
2096,43.57,-395.6092176434506,222.57,-1040.6443936067371,3,2,9,7,8,4,0
2097,61.53,-797.764303835819,61.53,-797.764303835819,1,1,5,3,5,3,0
2098,173.42,-265.7592176434506,1616.41,-910.018787213474,1,0,6,3,4,4,0
2099,369.99,-69.1892176434506,1363.51,119.35973784434513,0,0,12,12,12,9,0
2100,270.57,-168.60921764345062,646.9,-651.5735214792696,1,1,3,3,3,3,0
2101,4318.02,2179.3163061359937,2088.76,1649.5807823565494,0,0,1,1,1,1,0
2102,849.32,410.14078235654944,849.32,410.14078235654944,0,0,2,2,1,1,0
2103,208.0,-3267.30547824544,33.0,-845.3584352869012,0,0,2,2,2,2,0
2104,3322.71,1235.4604304299764,1594.96,1155.7807823565495,1,1,7,6,7,6,0
2105,8243.7,-1812.4103458332047,2290.81,626.5446516519768,0,0,15,11,14,10,0
2106,750.0,-128.35843528690123,856.6,-406.6143936067372,0,0,3,2,4,4,0
2107,560.78,-1176.8727391227205,1300.88,56.72973784434504,2,2,6,5,6,3,0
2108,930.67,-6420.991911232167,2292.5000000000005,-4622.851828618348,3,0,26,18,25,13,0
2109,200.78,-238.39921764345058,200.78,-238.39921764345058,2,2,5,3,5,4,0
2110,8365.210000000001,-2130.079563476656,597.11,-1961.7087800563747,4,1,15,8,19,13,0
2111,983.35,-6807.4911288756175,2345.1800000000007,-5009.351046261799,3,0,26,18,25,13,0
2112,698.38,-1478.451956766171,712.12,-111.91517596328657,4,2,15,7,10,5,0
