,cardnum_amount_sum_3,cardnum_amount_week_diff_sum_3,merchantnum_amount_sum_3,cardnum_amount_month_diff_sum_3,cardnum_amount_sum_7,cardnum_amount_week_diff_max_3,merchantnum_amount_week_diff_sum_3,merchantnum_amount_month_diff_sum_3,cardnum_amount_week_diff_sum_1,merchantnum_amount_max_3,cardnum_amount_month_diff_max_3,cardnum_amount_max_3,merchantnum_amount_week_diff_max_3,merchantnum_amount_month_diff_max_3,merchantnum_amount_month_diff_sum_7,cardnum_merchantnum_30,cardnum_amount_week_diff_max_1,merchantnum_amount_sum_7,merchantnum_amount_week_diff_max_1,cardnum_amount_month_diff_sum_7,Fraud
2095,506.6,-317.4351759632865,400.0,-355.9723733151339,506.6,-39.179217643450606,-39.179217643450606,-31.28618665756693,-39.179217643450606,400.0,-31.28618665756693,400.0,-39.179217643450606,-31.28618665756693,-31.28618665756693,3,-39.179217643450606,400.0,-39.179217643450606,-355.9723733151339,0
2096,222.57,-1040.6443936067371,43.57,-1071.2885599727008,262.57,-281.8559583198359,-395.6092176434506,-387.71618665756694,-758.7884352869013,43.57,-328.28618665756693,103.0,-395.6092176434506,-387.71618665756694,-387.71618665756694,9,-363.1792176434506,43.57,-395.6092176434506,-1462.5747466302676,0
2097,61.53,-797.764303835819,61.53,-801.0423733151338,79.53,-381.39921764345064,-797.764303835819,-801.0423733151338,-381.39921764345064,57.78,-373.5061866575669,57.78,-381.39921764345064,-373.5061866575669,-1214.3285599727008,5,-381.39921764345064,79.53,-381.39921764345064,-1214.3285599727008,0
2098,1616.41,-910.018787213474,173.42,-971.3071199454013,1616.41,874.2307823565495,-265.7592176434506,-257.8661866575669,-171.38687057380233,173.42,882.1238133424332,1313.41,-265.7592176434506,-257.8661866575669,-257.8661866575669,6,874.2307823565495,173.42,-265.7592176434506,-971.3071199454013,0
2099,1363.51,119.35973784434513,369.99,69.65144002729922,2074.79,418.7640416801641,-69.1892176434506,-61.29618665756692,-69.1892176434506,369.99,372.3338133424331,803.62,-69.1892176434506,-61.29618665756692,-61.29618665756692,12,-69.1892176434506,369.99,-69.1892176434506,-944.2133066029687,0
2100,646.9,-651.5735214792696,270.57,-646.9585599727009,646.9,-101.11508619236838,-168.60921764345062,-160.71618665756694,-550.4584352869011,270.57,-112.28618665756693,319.0,-168.60921764345062,-160.71618665756694,-160.71618665756694,3,-168.60921764345062,270.57,-168.60921764345062,-646.9585599727009,0
2101,2088.76,1649.5807823565494,4318.02,1657.4738133424332,2088.76,1649.5807823565494,2179.3163061359937,2161.5890667121653,1649.5807823565494,2088.76,1657.4738133424332,2088.76,1649.5807823565494,1657.4738133424332,1421.5810134789292,1,1649.5807823565494,8322.16,1649.5807823565494,1657.4738133424332,0
2102,849.32,410.14078235654944,849.32,418.03381334243306,929.08,410.14078235654944,410.14078235654944,418.03381334243306,410.14078235654944,849.32,418.03381334243306,849.32,410.14078235654944,418.03381334243306,418.03381334243306,2,410.14078235654944,849.32,410.14078235654944,66.50762668486618,0
2103,33.0,-845.3584352869012,208.0,-829.5723733151339,33.0,-422.6792176434506,-3267.30547824544,-3242.2894932605354,-845.3584352869012,76.0,-414.78618665756693,16.5,-363.1792176434506,-355.28618665756693,-4486.648053233235,2,-422.6792176434506,257.5,-363.1792176434506,-829.5723733151339,0
2104,1594.96,1155.7807823565495,3322.71,1163.673813342433,1737.15,1155.7807823565495,1235.4604304299764,1166.2790667121653,1155.7807823565495,1594.96,1163.673813342433,1594.96,1155.7807823565495,1163.673813342433,834.9828800545984,7,1155.7807823565495,3422.7,1155.7807823565495,443.29144002729913,0
2105,2290.81,626.5446516519768,8243.7,565.6652533697323,2344.4300000000007,1069.2807823565497,-1812.4103458332047,-2107.168479781605,1069.2807823565497,1508.46,1077.173813342433,1508.46,1069.2807823565497,1077.173813342433,-5058.818906329976,15,1069.2807823565497,10898.77,1069.2807823565497,187.9990667121654,0
2106,856.6,-406.6143936067372,750.0,-437.2585599727008,856.6,-39.179217643450606,-128.35843528690123,-112.57237331513386,-128.35843528690123,400.0,-31.28618665756693,400.0,-39.179217643450606,-31.28618665756693,-112.57237331513386,3,-39.179217643450606,750.0,-39.179217643450606,-437.2585599727008,0
2107,1300.88,56.72973784434504,560.78,7.021440027299151,1300.88,891.144041680164,-1176.8727391227205,-1164.3647466302675,-423.7792176434505,270.58,844.713813342433,1276.0,-168.59921764345063,-160.70618665756697,-1164.3647466302675,6,-423.7792176434505,560.78,-168.59921764345063,7.021440027299151,0
2108,2292.5000000000005,-4622.851828618348,930.67,-4608.078986521071,5756.169999999999,579.8349138076318,-6420.991911232167,-6401.1951731786385,-4118.450611721407,137.76,568.6638133424331,999.95,-282.3550861923684,-293.52618665756694,-28936.74349257805,26,147.24078235654937,6860.0099999999975,-328.77921764345064,-3732.1261064664727,0
2109,200.78,-238.39921764345058,200.78,-230.5061866575669,200.78,-238.39921764345058,-238.39921764345058,-230.5061866575669,-238.39921764345058,200.78,-230.5061866575669,200.78,-238.39921764345058,-230.5061866575669,-230.5061866575669,5,-238.39921764345058,200.78,-238.39921764345058,-230.5061866575669,0
2110,597.11,-1961.7087800563747,8365.210000000001,-1990.6071199454016,1071.68,-236.3550861923684,-2130.079563476656,-2416.944666439172,-696.2684352869012,1508.46,-247.5261866575669,183.76,1069.2807823565497,1077.173813342433,-5368.595092987543,15,-317.6692176434506,11020.28,1069.2807823565497,-3672.468053233236,0
2111,2345.1800000000007,-5009.351046261799,983.35,-4986.685173178637,5808.8499999999985,579.8349138076318,-6807.4911288756175,-6779.801359836205,-4504.949829364858,137.76,568.6638133424331,999.95,-282.3550861923684,-293.52618665756694,-29315.349679235616,26,147.24078235654937,6912.689999999999,-328.77921764345064,-4110.73229312404,0
2112,712.12,-111.91517596328657,698.38,-150.4523733151339,712.12,189.6640416801641,-1478.451956766171,-1458.0509332878344,-301.57921764345065,270.58,143.23381334243302,574.52,-168.59921764345063,-160.70618665756697,-1458.0509332878344,15,-301.57921764345065,698.38,-168.59921764345063,-150.4523733151339,0
2113,110.1,-329.07921764345065,110.1,-321.18618665756696,110.1,-329.07921764345065,-329.07921764345065,-321.18618665756696,-329.07921764345065,110.1,-321.18618665756696,110.1,-329.07921764345065,-321.18618665756696,-321.18618665756696,1,-329.07921764345065,110.1,-329.07921764345065,-321.18618665756696,0
2114,297.0,-562.2943038358188,56.0,-565.5723733151339,746.99,-179.11508619236838,-383.1792176434506,-375.28618665756693,-383.1792176434506,56.0,-190.2861866575669,241.0,-383.1792176434506,-375.28618665756693,-375.28618665756693,5,-383.1792176434506,56.0,-383.1792176434506,-546.8685599727006,0
2115,4896.36,3232.094651651977,3116.4,3171.215253369733,8680.199999999999,1482.504041680164,1452.1346516519766,1391.2552533697321,-230.17921764345058,1780.0,1436.073813342433,1867.36,1359.8849138076316,1348.713813342433,1591.3519467667636,8,-230.17921764345058,6335.5,-230.17921764345058,4367.3381334243295,0
2116,4121.509999999998,1283.6126452413866,298.65,1102.5066933970313,6849.41,1135.9807823565495,-579.7084352869012,-563.9223733151339,897.4515647130991,200.65,1143.873813342433,1575.16,-238.52921764345058,-230.63618665756687,-204.7085599727008,20,1135.9807823565495,1089.15,-238.52921764345058,2536.54813342433,0
2117,226.68,-982.2111342831224,57.75,-1067.178559972701,3087.36,-249.85595831983588,-381.4292176434506,-373.53618665756693,-381.4292176434506,57.75,-296.28618665756693,135.0,-381.4292176434506,-373.53618665756693,1230.977626684866,25,-381.4292176434506,2093.55,-381.4292176434506,68.35669339703135,0
2118,719.51,-489.3811342831224,57.56,-574.3485599727007,777.0699999999998,167.1440416801641,-381.6192176434506,-373.7261866575669,-381.6192176434506,57.56,120.71381334243307,552.0,-381.6192176434506,-373.7261866575669,-373.7261866575669,7,-381.6192176434506,57.56,-381.6192176434506,-948.0747466302677,0
2119,31.4,-407.7792176434505,308.52,-399.8861866575669,31.4,-407.7792176434505,-954.6943936067372,-985.3385599727008,-407.7792176434505,221.16,-399.8861866575669,31.4,-218.01921764345062,-210.1261866575669,-802.9447466302679,1,-407.7792176434505,922.2,-218.01921764345062,-399.8861866575669,0
2120,769.6,330.42078235654935,769.6,338.31381334243315,1560.1,330.42078235654935,330.42078235654935,338.31381334243315,330.42078235654935,769.6,338.31381334243315,769.6,330.42078235654935,338.31381334243315,338.31381334243315,5,330.42078235654935,769.6,330.42078235654935,697.5276266848662,0
2121,730.0,290.8207823565494,730.0,298.71381334243307,730.0,290.8207823565494,290.8207823565494,298.71381334243307,290.8207823565494,730.0,298.71381334243307,730.0,290.8207823565494,298.71381334243307,298.71381334243307,4,290.8207823565494,730.0,290.8207823565494,298.71381334243307,0
2122,135.0,-304.1792176434506,135.0,-296.28618665756693,135.0,-304.1792176434506,-304.1792176434506,-296.28618665756693,-304.1792176434506,135.0,-296.28618665756693,135.0,-304.1792176434506,-296.28618665756693,-296.28618665756693,4,-304.1792176434506,135.0,-304.1792176434506,-296.28618665756693,0
2123,22232.63,15610.82773448044,14595.0,15332.051013478931,22382.67,10973.82078235655,12911.670520200894,12869.855253369731,12095.4931294262,11413.0,10981.713813342432,11413.0,10973.82078235655,10981.713813342432,12869.855253369731,32,10973.82078235655,14595.0,10973.82078235655,14619.518640163797,0
2124,1566.01,286.60060997181273,1429.01,272.15144002729915,2691.01,989.8307823565493,989.8307823565493,997.723813342433,989.8307823565493,1429.01,997.723813342433,1429.01,989.8307823565493,997.723813342433,997.723813342433,2,989.8307823565493,1429.01,989.8307823565493,103.2928800545983,0
2125,292.67,-1336.3362204754908,8381.130000000001,-1432.4747466302676,729.16,-213.6159583198359,-2553.3387811201064,-2832.3108530967397,-423.2592176434506,1508.46,-260.0461866575669,171.24,1069.2807823565497,1077.173813342433,-5783.961279645108,6,-423.2592176434506,11036.2,1069.2807823565497,-1427.2709332878344,0
2126,81.91,-357.26921764345065,81.91,-349.3761866575669,81.91,-357.26921764345065,-357.26921764345065,-349.3761866575669,-357.26921764345065,81.91,-349.3761866575669,81.91,-357.26921764345065,-349.3761866575669,-349.3761866575669,3,-357.26921764345065,81.91,-357.26921764345065,-349.3761866575669,0
2127,311.83,-566.5284352869013,344.98,-550.7423733151338,311.83,-133.49921764345058,-533.3784352869012,-517.5923733151338,-566.5284352869013,305.68,-125.60618665756692,305.68,-133.49921764345058,-125.60618665756692,-517.5923733151338,2,-133.49921764345058,344.98,-133.49921764345058,-550.7423733151338,0
2128,2363.76,1924.5807823565494,2589.580000000001,1932.4738133424328,2457.26,1924.5807823565494,1291.1064785207307,1295.7214400272994,1924.5807823565494,2363.76,1932.4738133424328,2363.76,1924.5807823565494,1932.4738133424328,1295.7214400272994,5,1924.5807823565494,2589.580000000001,1924.5807823565494,1163.4014400272995,0
2129,856.06,-1193.0613066678593,99.95,-1300.3709332878348,10434.420000000004,-64.11508619236838,-339.2292176434506,-331.33618665756694,-339.2292176434506,99.95,-75.28618665756694,356.0,-339.2292176434506,-331.33618665756694,-331.33618665756694,40,-339.2292176434506,99.95,-339.2292176434506,946.1238935335263,0
2130,1863.57,-1063.9097419547602,91.41,-1155.4333066029685,1965.71,-19.44595831983588,-347.76921764345065,-339.87618665756685,-725.3276529303519,91.41,-30.486186657566925,400.8,-347.76921764345065,-339.87618665756685,-762.1623733151338,9,-38.3792176434506,100.41,-347.76921764345065,-1915.8656799181024,0
2131,1668.08,-874.5437836349248,869.95,-919.6371199454013,1668.08,91.28491380763158,-794.3153483480232,-855.1947466302678,-205.23765293035183,511.4,91.08381334243307,522.37,91.28491380763158,80.11381334243305,-950.8771199454017,9,83.19078235654939,1636.84,-161.09921764345063,-919.6371199454013,0
2132,2361.86,-5431.850263905249,1000.03,-5401.291359836205,5825.53,579.8349138076318,-7229.990346519068,-7194.407546493772,-4927.449047008308,137.76,568.6638133424331,999.95,-282.3550861923684,-293.52618665756694,-29729.955865893182,26,147.24078235654937,6929.369999999999,-328.77921764345064,-4525.338479781607,0
2133,1750.66,-1231.1430012783753,952.53,-1268.3433066029684,1750.66,91.28491380763158,-1150.914565991474,-1203.9009332878347,-561.8368705738025,511.4,91.08381334243307,522.37,91.28491380763158,80.11381334243305,-1299.5833066029684,9,83.19078235654939,1719.4199999999996,-161.09921764345063,-1268.3433066029684,0
2134,1432.34,-215.73035192657292,263.97,-292.80474663026763,1498.29,357.4940416801641,-175.2092176434506,-167.3161866575669,-532.3384352869011,263.97,311.06381334243315,742.35,-175.2092176434506,-167.3161866575669,-167.3161866575669,26,-175.2092176434506,263.97,-175.2092176434506,-658.1409332878345,0
2135,23081.63,16020.648516836989,849.0,15749.764826821362,23231.67,10973.82078235655,409.8207823565494,417.71381334243307,12505.313911782749,849.0,10981.713813342432,11413.0,409.8207823565494,417.71381334243307,417.71381334243307,33,10973.82078235655,849.0,409.8207823565494,15037.232453506229,0
2136,42.78,-816.514303835819,21.9,-819.7923733151338,42.78,-399.2350861923684,-417.2792176434505,-409.3861866575669,-417.2792176434505,21.9,-409.3861866575669,21.9,-417.2792176434505,-409.3861866575669,-409.3861866575669,4,-417.2792176434505,21.9,-417.2792176434505,-819.7923733151338,0
2137,291.82,-532.2151759632866,173.82,-570.7523733151337,291.82,-265.35921764345056,-265.35921764345056,-257.46618665756694,-265.35921764345056,173.82,-257.46618665756694,173.82,-265.35921764345056,-257.46618665756694,-845.7685599727008,2,-265.35921764345056,448.09,-265.35921764345056,-570.7523733151337,0
2138,267.98,-591.3143038358189,548.0,-594.5923733151337,314.14,-240.17921764345058,-311.294303835819,-314.5723733151338,-240.17921764345058,349.0,-232.2861866575669,199.0,-71.11508619236838,-82.28618665756694,-314.5723733151338,8,-240.17921764345058,548.0,-240.17921764345058,-979.7185599727009,0
2139,29.99,-409.1892176434506,29.99,-401.2961866575669,29.99,-409.1892176434506,-409.1892176434506,-401.2961866575669,-409.1892176434506,29.99,-401.2961866575669,29.99,-409.1892176434506,-401.2961866575669,-401.2961866575669,3,-409.1892176434506,29.99,-409.1892176434506,-401.2961866575669,0
2140,455.74,-368.29517596328657,719.42,-406.8323733151339,455.74,-18.40921764345063,-598.1176529303517,-574.4385599727009,-18.40921764345063,420.77,-10.516186657566946,420.77,-18.40921764345063,-10.516186657566946,-215.2247466302677,7,-18.40921764345063,1509.92,-18.40921764345063,-406.8323733151339,0
2141,1118.04,-1039.7278253150882,427.18,-1038.3909332878347,1160.99,193.88491380763162,-1310.4727391227202,-1297.9647466302674,-1047.4476529303518,226.3,182.7138133424331,614.0,-212.87921764345057,-204.98618665756686,-2088.8271199454016,10,-212.87921764345057,498.89,-212.87921764345057,-1426.7271199454017,0
2142,876.56,-752.4462204754909,697.9399999999998,-848.5847466302678,1288.53,90.48078235654935,-126.09517596328656,-164.6323733151339,90.48078235654935,529.66,98.37381334243305,529.66,90.48078235654935,98.37381334243305,-164.6323733151339,15,90.48078235654935,697.9399999999998,90.48078235654935,-1299.1871199454015,0
2143,1250.39,-888.3136938640064,250.26,-906.0409332878348,3134.84,62.83491380763161,-2346.687042958539,-2337.4571199454017,-540.8284352869014,186.0,51.66381334243306,482.95,-253.17921764345058,-245.2861866575669,-3157.3894932605353,14,-135.90921764345063,292.9,-253.17921764345058,-746.7356799181024,0
2144,97.95,-341.2292176434506,4415.97,-333.33618665756694,97.95,-341.2292176434506,1838.087088492543,1828.2528800545983,-341.2292176434506,2088.76,-333.33618665756694,97.95,1649.5807823565494,1657.4738133424332,1088.244826821362,1,-341.2292176434506,8420.11,1649.5807823565494,-333.33618665756694,0
2145,99.0,-340.1792176434506,99.0,-332.28618665756693,99.0,-340.1792176434506,-340.1792176434506,-332.28618665756693,-340.1792176434506,99.0,-332.28618665756693,99.0,-340.1792176434506,-332.28618665756693,-332.28618665756693,1,-340.1792176434506,99.0,-340.1792176434506,-332.28618665756693,0
2146,786.15,-842.8562204754908,487.0,-938.994746630268,880.35,47.82078235654939,47.82078235654939,55.71381334243307,47.82078235654939,487.0,55.71381334243307,487.0,47.82078235654939,55.71381334243307,55.71381334243307,10,47.82078235654939,487.0,47.82078235654939,-1276.0809332878348,0
2147,163.0,-276.17921764345056,163.0,-268.28618665756693,756.64,-276.17921764345056,-276.17921764345056,-268.28618665756693,-276.17921764345056,163.0,-268.28618665756693,163.0,-276.17921764345056,-268.28618665756693,-268.28618665756693,18,-276.17921764345056,163.0,-276.17921764345056,-1831.0771199454016,0
2148,982.57,-261.58026215565485,850.0,-311.2885599727008,1362.27,410.8207823565494,410.8207823565494,418.71381334243307,410.8207823565494,850.0,418.71381334243307,850.0,410.8207823565494,418.71381334243307,418.71381334243307,14,410.8207823565494,850.0,410.8207823565494,-2088.0194932605345,0
2149,947.56,123.52482403671354,943.84,84.9876266848662,2090.28,212.08404168016412,-2679.964267819735,-2937.7356799181016,-88.55921764345061,350.62,165.65381334243312,596.94,-88.55921764345061,-80.66618665756694,-3676.2604265483697,11,-88.55921764345061,1930.46,-88.55921764345061,-2222.5818665756688,0
2150,151.68,-707.614303835819,100.0,-710.8923733151338,151.68,-339.1792176434506,-339.1792176434506,-331.28618665756693,-339.1792176434506,100.0,-331.28618665756693,100.0,-339.1792176434506,-331.28618665756693,-331.28618665756693,3,-339.1792176434506,100.0,-339.1792176434506,-710.8923733151338,0
2151,1122.53,-1474.417042958539,45.43,-1465.1871199454017,1165.48,193.88491380763162,-1253.0435214792697,-1248.428559972701,-1482.1368705738025,34.79,182.7138133424331,614.0,-385.3250861923684,-396.4961866575669,-2071.1109332878345,10,-212.87921764345057,85.32000000000002,-433.0292176434505,-1853.5233066029687,0
2152,524.2,-1983.164655762392,723.64,-2063.5171199454016,524.2,-84.30595831983591,-1033.0768705738024,-1001.5047466302678,-1185.327652930352,420.77,-130.73618665756692,300.55,-18.40921764345063,-10.516186657566946,-642.2909332878346,9,-341.1792176434506,1514.14,-18.40921764345063,-2063.5171199454016,0
2153,200.0,-239.17921764345058,200.0,-231.2861866575669,1094.0,-239.17921764345058,-239.17921764345058,-231.2861866575669,-239.17921764345058,200.0,-231.2861866575669,200.0,-239.17921764345058,-231.2861866575669,-231.2861866575669,6,-239.17921764345058,200.0,-239.17921764345058,-631.1447466302677,0
2154,2378.54,-5854.3494815487,1016.7099999999997,-5815.897546493772,5842.21,579.8349138076318,-7652.48956416252,-7609.013733151341,-5349.948264651759,137.76,568.6638133424331,999.95,-282.3550861923684,-293.52618665756694,-30144.562052550747,26,147.24078235654937,6946.049999999998,-328.77921764345064,-4939.944666439174,0
2155,1883.02,-1537.962218921826,1084.89,-1567.2694932605352,1883.02,91.28491380763158,-1457.7337836349245,-1502.8271199454016,-868.656088217253,511.4,91.08381334243307,522.37,91.28491380763158,80.11381334243305,-1598.5094932605357,9,83.19078235654939,1851.78,-161.09921764345063,-1567.2694932605352,0
2156,5.82,-433.3592176434506,5.82,-425.46618665756694,5.82,-433.3592176434506,-433.3592176434506,-425.46618665756694,-433.3592176434506,5.82,-425.46618665756694,5.82,-433.3592176434506,-425.46618665756694,-755.9923733151338,5,-433.3592176434506,106.58,-433.3592176434506,-425.46618665756694,0
2157,138.5,-1124.714393606737,1725.85,-1155.3585599727007,380.11,-362.27921764345064,462.63560639326295,431.9914400272992,-760.7084352869012,1604.95,-354.3861866575669,76.9,1165.7707823565495,1173.663813342433,-241.0671199454016,9,-362.27921764345064,2346.65,1165.7707823565495,-2207.607119945402,0
2158,624.8,-234.494303835819,862.0699999999998,-237.7723733151339,624.8,-107.71508619236842,-1222.310434540392,-1294.3609332878345,-126.77921764345064,312.4,-118.88618665756695,312.4,-107.71508619236842,-118.88618665756695,-2102.6933066029683,1,-126.77921764345064,916.3099999999997,-126.77921764345064,-237.7723733151339,0
2159,59.98,-379.1992176434506,219.9,-371.3061866575669,59.98,-379.1992176434506,-658.4584352869012,-642.6723733151339,-379.1992176434506,159.92,-371.3061866575669,59.98,-279.2592176434506,-271.3661866575669,-642.6723733151339,2,-379.1992176434506,219.9,-279.2592176434506,-371.3061866575669,0
2160,653.0,213.82078235654942,653.0,221.7138133424331,653.0,213.82078235654942,213.82078235654942,221.7138133424331,213.82078235654942,653.0,221.7138133424331,653.0,213.82078235654942,221.7138133424331,221.7138133424331,2,213.82078235654942,653.0,213.82078235654942,221.7138133424331,0
2161,29.0,-410.1792176434506,80.0,-402.28618665756693,29.0,-410.1792176434506,-779.2943038358189,-782.5723733151339,-410.1792176434506,51.0,-402.28618665756693,29.0,-369.1150861923684,-380.28618665756693,-782.5723733151339,1,-410.1792176434506,80.0,-410.1792176434506,-402.28618665756693,0
2162,1630.06,-858.2405243113099,774.0,-957.6571199454016,11208.420000000006,334.8207823565494,334.8207823565494,342.71381334243307,-4.408435286901239,774.0,342.71381334243307,774.0,334.8207823565494,342.71381334243307,342.71381334243307,41,334.8207823565494,774.0,334.8207823565494,1288.8377068759594,0
2163,1076.99,-167.16026215565486,31.91,-216.86855997270072,1076.99,133.6440416801641,-407.26921764345065,-399.3761866575669,-407.26921764345065,31.91,95.29381334243313,526.58,-407.26921764345065,-399.3761866575669,-399.3761866575669,16,-407.26921764345065,31.91,-407.26921764345065,-216.86855997270072,0
2164,760.13,-977.5227391227202,1007.03,-965.0147466302676,760.13,-141.4650861923684,-1150.737825315089,-1149.4009332878347,-836.0576529303519,453.04,-152.63618665756698,278.65,32.92491380763164,21.75381334243309,-516.9680532332363,3,-174.79921764345062,4227.1799999999985,-174.79921764345062,-965.0147466302676,0
2165,2214.37,934.9606099718126,695.0,920.5114400272992,2214.37,1069.8849138076316,255.82078235654942,263.71381334243307,255.82078235654942,695.0,1058.713813342433,1490.0,255.82078235654942,263.71381334243307,263.71381334243307,6,255.82078235654942,695.0,255.82078235654942,920.5114400272992,0
2166,13.99,-425.1892176434506,13.99,-417.2961866575669,165.87,-425.1892176434506,-425.1892176434506,-417.2961866575669,-425.1892176434506,13.99,-417.2961866575669,13.99,-425.1892176434506,-417.2961866575669,-417.2961866575669,4,-425.1892176434506,13.99,-425.1892176434506,-696.7023733151339,0
2167,1222.99,-406.0162204754908,439.51,-502.1547466302677,2185.49,0.3307823565493777,0.3307823565493777,8.223813342433061,0.3307823565493777,439.51,8.223813342433061,439.51,0.3307823565493777,8.223813342433061,8.223813342433061,8,0.3307823565493777,439.51,0.3307823565493777,29.059066712165304,0
2168,1654.29,-29.03947979910552,1297.81,-70.85474663026774,2365.57,418.7640416801641,-1299.1370429585393,-1289.9071199454015,-217.58843528690124,453.04,372.3338133424331,803.62,32.92491380763164,21.75381334243309,-657.4742398908032,12,-69.1892176434506,4517.959999999999,-148.3992176434506,-1084.7194932605355,0
2169,16.24,-422.9392176434506,16.24,-415.0461866575669,455.91,-422.9392176434506,-422.9392176434506,-415.0461866575669,-422.9392176434506,16.24,-415.0461866575669,16.24,-422.9392176434506,-415.0461866575669,-415.0461866575669,4,-422.9392176434506,16.24,-422.9392176434506,-406.6623733151337,0
2170,1270.16,-1765.9662606019895,1009.7,-1748.8433066029684,1313.11,193.88491380763162,-1513.8596521838424,-1578.0171199454016,-1773.6860882172532,312.4,182.7138133424331,614.0,-107.71508619236842,-118.88618665756695,-2386.3494932605354,11,-212.87921764345057,1063.9399999999996,-126.77921764345064,-2137.1794932605358,0
2171,275.44,-583.854303835819,118.99,-587.1323733151339,275.44,-263.6650861923684,-320.1892176434506,-312.29618665756686,-320.1892176434506,118.99,-274.8361866575669,156.45,-320.1892176434506,-312.29618665756686,-312.29618665756686,2,-320.1892176434506,118.99,-320.1892176434506,-587.1323733151339,0
2172,842.23,-822.0353483480233,963.03,-882.9147466302678,1253.22,24.884913807631623,-2349.3057002745963,-2487.259493260535,-424.0692176434506,237.6,13.71381334243307,445.0,-201.57921764345062,-193.6861866575669,-3780.962799863505,14,-424.0692176434506,2688.330000000001,-201.57921764345062,-1334.4971199454014,0
2173,1528.41,265.19560639326284,2475.92,234.55144002729912,1528.41,797.4107823565494,1651.8848240367133,1613.347626684866,532.0515647130986,1239.33,805.3038133424328,1236.59,854.4740416801641,808.0438133424328,746.8090667121651,3,797.4107823565494,2903.24,797.4107823565494,234.55144002729912,0
2174,954.75,-747.6436112501876,358.0,-770.3947466302678,1822.9,211.89404168016412,-959.537652930352,-935.8585599727008,-959.537652930352,138.0,165.4638133424331,596.75,-301.1792176434506,-293.28618665756693,-935.8585599727008,7,-301.1792176434506,358.0,-301.1792176434506,-764.8171199454016,0
2175,1043.56,-1095.1436938640063,1423.49,-1112.8709332878348,1236.49,-160.11508619236838,-660.8904345403918,-732.9409332878348,-548.8784352869012,668.08,-171.2861866575669,260.0,247.9649138076317,236.79381334243308,-523.9894932605355,16,-224.48921764345062,2926.3,-324.38921764345065,-1782.5133066029684,0
2176,2144.94,1266.5815647130992,4472.1500000000015,1282.3676266848665,2144.94,1649.5807823565494,1455.0878708490925,1453.1466933970316,1266.5815647130992,2088.76,1657.4738133424332,2088.76,1649.5807823565494,1657.4738133424332,713.1386401637951,1,1649.5807823565494,8476.29,1649.5807823565494,1282.3676266848665,0
2177,1193.5,754.3207823565493,1193.5,762.213813342433,1193.5,754.3207823565493,754.3207823565493,762.213813342433,754.3207823565493,1193.5,762.213813342433,1193.5,754.3207823565493,762.213813342433,762.213813342433,2,754.3207823565493,1193.5,754.3207823565493,762.213813342433,0
2178,399.92,-459.37430383581903,2074.31,-462.65237331513373,399.92,-220.1550861923684,-468.31378363492456,-513.4071199454016,-239.21921764345058,1269.85,-231.32618665756686,199.96,830.6707823565494,838.5638133424328,-664.8133066029687,8,-239.21921764345058,2354.19,830.6707823565494,-462.65237331513373,0
2179,1919.1,639.6906099718127,4592.3,625.2414400272993,2209.1,978.8849138076317,1136.0586532056418,1142.0105067394645,-319.02921764345064,2088.76,967.713813342433,1399.0,1649.5807823565494,1657.4738133424332,402.00245350622816,2,-319.02921764345064,8596.44,1649.5807823565494,483.9552533697322,0
2180,412.34,-26.83921764345064,1483.25,-18.94618665756695,412.34,-26.83921764345064,-200.07947979910548,-241.8947466302677,-26.83921764345064,444.09,-18.94618665756695,412.34,23.974913807631594,12.803813342433045,-1008.2456799181024,9,-26.83921764345064,2873.330000000001,-26.83921764345064,-18.94618665756695,0
2181,189.35,-249.82921764345062,4781.6500000000015,-241.9361866575669,189.35,-249.82921764345062,886.2294355621913,900.0743200818976,-249.82921764345062,2088.76,-241.9361866575669,189.35,1649.5807823565494,1657.4738133424332,160.06626684866131,1,-249.82921764345062,8785.79,1649.5807823565494,-241.9361866575669,0
2182,865.22,41.18482403671351,545.22,2.647626684866168,943.58,106.04078235654941,106.04078235654941,113.93381334243308,106.04078235654941,545.22,113.93381334243308,545.22,106.04078235654941,113.93381334243308,113.93381334243308,4,106.04078235654941,545.22,106.04078235654941,-350.27855997270075,0
2183,1316.76,-821.9436938640064,47.34,-839.6709332878348,1316.76,109.00491380763162,-391.8392176434505,-383.9461866575669,-562.7184352869011,47.34,97.83381334243307,529.12,-391.8392176434505,-383.9461866575669,-383.9461866575669,5,-170.87921764345057,47.34,-391.8392176434505,-839.6709332878348,0
2184,62.9,-376.2792176434505,62.9,-368.3861866575669,62.9,-376.2792176434505,-376.2792176434505,-368.3861866575669,-376.2792176434505,62.9,-368.3861866575669,62.9,-376.2792176434505,-368.3861866575669,-368.3861866575669,4,-376.2792176434505,62.9,-376.2792176434505,-368.3861866575669,0
2185,1390.39,512.0315647130989,1225.0,527.8176266848661,1411.49,785.8207823565493,785.8207823565493,793.713813342433,512.0315647130989,1225.0,793.713813342433,1225.0,785.8207823565493,793.713813342433,793.713813342433,5,785.8207823565493,1225.0,785.8207823565493,117.63144002729915,0
2186,2439.98,-6232.088699192151,1078.15,-6185.743733151339,5903.65,579.8349138076318,-8030.228781805969,-7978.859919808908,-5727.6874822952095,137.76,568.6638133424331,999.95,-282.3550861923684,-293.52618665756694,-30514.408239208315,26,147.24078235654937,7007.489999999999,-328.77921764345064,-5309.790853096742,0
