,Recordnum,Amount,Fraud
2887,86997,7.85,0
2888,86998,68.0,0
2889,86999,7.25,0
2890,87000,412.53,0
2891,87001,188.23,0
2892,87002,169.74,0
2893,87003,577.9,0
2894,87004,93.16,0
2895,87005,2471.8,0
2896,87006,83.21,0
2897,87007,388.24,0
2898,87008,44.1,0
2899,87009,1394.81,0
2900,87010,289.68,0
2901,87011,6.87,0
2902,87012,8.75,0
2903,87013,149.0,0
2904,87014,99.0,0
2905,87015,2485.0,0
2906,87016,54.96,0
2907,87017,155.32,0
2908,87018,194.0,0
2909,87019,154.95,0
2910,87020,203.35,0
2911,87021,24.95,0
2912,87022,1227.68,0
2913,87023,600.1,0
2914,87024,210.0,0
2915,87025,730.0,0
2916,87026,8.99,0
2917,87027,799.5,0
2918,87028,304.94,0
2919,87029,55.52,0
2920,87030,146.0,0
2921,87031,364.85,0
2922,87032,1204.0,0
2923,87033,288.0,0
2924,87034,1429.25,1
2925,87035,975.0,0
2926,87036,79.98,0
2927,87037,15.0,0
2928,87038,27.0,0
2929,87039,129.95,0
2930,87040,1729.24,0
2931,87041,393.57,0
2932,87042,10.59,0
2933,87043,1332.17,1
2934,87044,311.58,0
2935,87045,14.45,0
2936,87046,555.0,0
2937,87047,3.74,0
2938,87048,287.28,0
2939,87049,54.79,0
2940,87050,43.18,0
2941,87051,2058.0,0
2942,87052,30.0,0
2943,87053,903.0,0
2944,87054,132.86,0
2945,87055,73.1,0
2946,87056,85.0,0
2947,87057,40.74,0
2948,87058,36.0,0
2949,87059,1925.93,0
2950,87060,362.47,0
2951,87061,37.43,0
2952,87062,77.9,0
2953,87063,970.15,0
2954,87064,74.0,0
2955,87065,480.34,0
2956,87066,67.25,0
2957,87067,116.17,0
2958,87068,38.89,0
2959,87069,156.4,0
2960,87070,114.21,0
2961,87071,1216.07,0
2962,87072,210.8,0
2963,87073,49.0,0
2964,87074,1088.6,0
2965,87075,777.22,0
2966,87076,358.67,0
2967,87077,1837.0,0
2968,87078,79.99,0
2969,87079,20.0,0
2970,87080,41.25,0
2971,87081,659.62,0
2972,87082,210.0,0
2973,87083,75.41,0
2974,87084,7.99,0
2975,87085,103.25,0
2976,87086,35.0,0
2977,87087,83.92,0
2978,87088,269.0,0
2979,87089,89.49,0
2980,87090,134.25,0
2981,87091,118.92,0
2982,87092,861.21,0
2983,87093,1214.0,0
2984,87094,1378.0,0
2985,87095,209.4,1
2986,87096,103.9,0
2987,87097,605.0,0
2988,87098,114.0,0
2989,87099,162.0,0
2990,87100,272.4,0
2991,87101,407.0,0
2992,87102,2465.0,0
2993,87103,35.0,0
2994,87104,257.5,0
2995,87105,633.0,0
2996,87106,15.68,0
2997,87107,1175.5,0
2998,87108,35.0,0
2999,87109,32.28,0
3000,87110,27.22,0
3001,87111,930.0,0
3002,87112,159.1,0
3003,87113,59.95,0
3004,87114,36.58,0
3005,87115,490.0,0
3006,87116,154.02,0
3007,87117,30.55,0
3008,87118,178.65,1
3009,87119,38.96,0
3010,87120,44.44,0
3011,87121,290.0,0
3012,87122,273.75,0
3013,87123,538.2,1
3014,87124,327.0,0
3015,87125,270.0,0
3016,87126,1014.02,0
3017,87127,41.63,0
3018,87128,150.0,0
3019,87129,169.86,0
3020,87130,30.0,0
3021,87131,7.98,0
3022,87132,484.2,0
3023,87133,476.0,0
3024,87134,5.06,0
3025,87135,1148.0,0
3026,87136,419.0,0
3027,87137,157.5,0
3028,87138,1270.81,1
3029,87139,165.99,0
3030,87140,101.07,0
3031,87141,644.32,0
3032,87142,49.99,0
3033,87143,445.5,0
3034,87144,35.0,0
3035,87145,35.06,0
3036,87146,1457.76,1
3037,87147,700.0,0
3038,87148,1005.0,0
3039,87149,1440.0,0
3040,87150,120.0,0
3041,87151,35.0,0
3042,87152,159.76,0
3043,87153,336.12,0
3044,87154,35.0,0
3045,87155,1095.0,1
3046,87156,522.38,0
3047,87157,85.0,0
3048,87158,1157.55,0
3049,87159,137.0,0
3050,87160,13.4,0
3051,87161,269.25,0
3052,87162,295.66,0
3053,87163,72.0,0
3054,87164,533.6,0
3055,87165,46.12,0
3056,87166,53.35,0
3057,87167,155.0,0
3058,87168,432.85,0
3059,87169,35.96,0
3060,87170,108.92,0
3061,87171,728.45,0
3062,87172,1750.0,0
3063,87173,65.5,0
3064,87174,7.0,0
3065,87175,101.0,0
3066,87176,4.78,0
3067,87177,138.0,0
3068,87178,101.0,0
3069,87179,10.24,0
3070,87180,506.95,0
3071,87181,32.64,0
3072,87182,13.0,0
3073,87183,833.38,0
3074,87184,1525.0,0
3075,87185,1495.0,0
3076,87186,48.74,0
3077,87187,2.5,0
3078,87188,261.92,0
3079,87189,199.0,0
3080,87190,600.0,0
3081,87191,17.56,0
3082,87192,544.5,0
3083,87193,172.2,0
3084,87194,2000.0,0
3085,87195,637.5,0
3086,87196,57.6,0
3087,87197,785.0,0
3088,87198,2350.0,0
3089,87199,30.8,0
3090,87200,54.93,0
3091,87201,207.52,0
3092,87202,150.0,0
3093,87203,393.2,0
3094,87204,149.5,0
3095,87205,243.67,0
3096,87206,1065.42,0
3097,87207,272.3,0
3098,87208,316.32,0
3099,87209,1530.82,1
3100,87210,1900.79,0
3101,87211,35.0,0
3102,87212,39.95,0
3103,87213,630.64,0
3104,87214,98.58,0
3105,87215,150.0,0
3106,87216,835.6,0
3107,87217,35.0,0
3108,87218,129.95,0
3109,87219,569.98,1
3110,87220,150.0,0
3111,87221,18.22,0
3112,87222,1600.0,0
3113,87223,19.84,0
3114,87224,2152.0,0
3115,87225,195.0,0
3116,87226,2105.01,0
3117,87227,742.5,0
3118,87228,434.45,0
3119,87229,85.56,0
3120,87230,226.38,0
3121,87231,3187.33,1
3122,87232,464.08,0
3123,87233,427.0,0
3124,87234,350.0,0
3125,87235,9.4,0
3126,87236,1725.0,0
3127,87237,61.8,0
3128,87238,573.8,0
3129,87239,70.33,0
3130,87240,6.5,0
3131,87241,99.0,0
3132,87242,1824.84,1
3133,87243,300.0,0
3134,87244,237.4,0
3135,87245,616.67,0
3136,87246,356.06,0
3137,87247,53.25,0
3138,87248,234.54,0
3139,87249,13.92,0
3140,87250,99.25,0
3141,87251,38.95,0
3142,87252,2196.0,0
3143,87253,111.0,0
3144,87254,71.0,0
3145,87255,144.48,0
3146,87256,10.36,0
3147,87257,257.7,0
3148,87258,75.0,0
3149,87259,250.7,0
3150,87260,1603.05,0
3151,87261,1033.34,1
3152,87262,14.17,0
3153,87263,329.75,0
3154,87264,257.7,0
3155,87265,59.12,0
3156,87266,278.0,0
3157,87267,35.0,0
3158,87268,7.66,0
3159,87269,68.75,0
3160,87270,2317.35,0
3161,87271,17.44,0
3162,87272,2612.72,1
3163,87273,727.75,0
3164,87274,35.0,0
3165,87275,55.62,0
3166,87276,13.8,0
3167,87277,34.0,0
3168,87278,155.25,0
3169,87279,215.13,0
3170,87280,43.98,0
3171,87281,484.0,0
3172,87282,441.0,0
3173,87283,911.31,0
3174,87284,83.2,0
3175,87285,501.63,0
3176,87286,35.8,0
3177,87287,295.0,0
3178,87288,81.0,0
3179,87289,240.0,0
3180,87290,100.15,0
3181,87291,99.0,0
3182,87292,274.55,0
3183,87293,11.93,0
3184,87294,16.5,0
3185,87295,116.0,1
3186,87296,625.0,1
3187,87297,36.03,0
3188,87298,75.78,0
3189,87299,419.11,0
3190,87300,196.0,0
3191,87301,351.55,0
3192,87302,1100.74,0
3193,87303,23.9,0
3194,87304,299.06,0
3195,87305,100.0,0
3196,87306,187.25,0
3197,87307,190.79,0
3198,87308,590.0,1
3199,87309,77.94,0
3200,87310,68.9,0
3201,87311,45.9,0
3202,87312,307.17,0
3203,87313,158.9,0
3204,87314,197.0,0
3205,87315,207.95,0
3206,87316,130.68,0
3207,87317,30.96,0
3208,87318,52.84,0
3209,87319,360.2,0
3210,87320,983.31,0
3211,87321,177.1,0
3212,87322,125.0,0
3213,87323,59.99,0
3214,87324,146.9,0
3215,87325,35.0,0
3216,87326,49.95,0
3217,87327,35.0,0
3218,87328,41.0,0
3219,87329,276.0,0
3220,87330,1844.0,0
3221,87331,35.0,0
3222,87332,55.98,0
3223,87333,39.96,0
3224,87334,137.0,0
3225,87335,257.8,0
3226,87336,321.35,0
3227,87337,9.17,0
3228,87338,735.89,0
3229,87339,13.98,0
3230,87340,70.9,0
3231,87341,149.0,0
3232,87342,485.19,0
3233,87343,899.1,0
3234,87344,15.96,0
3235,87345,179.32,0
3236,87346,142.55,0
3237,87347,126.36,0
3238,87348,94.82,0
3239,87349,56.98,0
3240,87350,46.9,0
3241,87351,234.71,0
3242,87352,3100.0,0
3243,87353,28.26,0
3244,87354,3.4,0
3245,87355,96.0,0
3246,87356,1314.56,0
3247,87357,50.0,0
3248,87358,44.0,0
3249,87359,223.27,1
3250,87360,65.0,0
3251,87361,405.15,0
3252,87362,343.0,0
3253,87363,185.24,0
3254,87364,94.94,0
3255,87365,1198.15,0
3256,87366,932.0,0
3257,87367,35.0,0
3258,87368,993.16,0
3259,87369,35.0,0
3260,87370,21.32,0
3261,87371,229.54,0
3262,87372,59.94,0
3263,87373,147.3,0
3264,87374,855.62,0
3265,87375,35.0,0
3266,87376,40.47,0
3267,87377,760.08,0
3268,87378,35.0,0
3269,87379,140.0,0
3270,87380,246.72,0
3271,87381,54.82,0
3272,87382,47.85,0
3273,87383,198.99,0
3274,87384,509.94,0
3275,87385,231.55,0
3276,87386,1500.0,0
3277,87387,154.65,0
3278,87388,20.0,0
3279,87389,43.29,0
3280,87390,1640.0,0
3281,87391,24.78,0
3282,87392,35.0,0
3283,87393,610.0,0
3284,87394,70.92,0
3285,87395,10.54,0
3286,87396,322.0,0
3287,87397,1538.0,0
3288,87398,1772.55,0
3289,87399,1148.0,0
3290,87400,160.93,0
3291,87401,429.0,0
3292,87402,392.0,0
3293,87403,352.4,0
3294,87404,608.6,0
3295,87405,40.47,0
3296,87406,437.38,0
3297,87407,327.47,0
3298,87408,1005.4,0
3299,87409,68.93,0
3300,87410,508.08,0
3301,87411,35.0,0
3302,87412,2400.0,0
3303,87413,723.94,0
3304,87414,96.05,0
3305,87415,500.6,0
3306,87416,94.95,0
3307,87417,103.9,0
3308,87418,15.32,0
3309,87419,77.5,0
3310,87420,1518.0,0
3311,87421,27.98,0
3312,87422,36.92,0
3313,87423,327.23,1
3314,87424,112.87,0
3315,87425,441.64,0
3316,87426,35.0,0
3317,87427,188.4,0
3318,87428,35.0,0
3319,87429,5.42,0
3320,87430,279.76,0
3321,87431,44.34,0
3322,87432,157.02,0
3323,87433,142.0,1
3324,87434,27.99,0
3325,87435,2477.0,0
3326,87436,13.16,0
3327,87437,35.0,0
3328,87438,198.96,0
3329,87439,1.96,0
3330,87440,1581.0,0
3331,87441,545.0,0
3332,87442,2335.4,0
3333,87443,35.0,0
3334,87444,202.5,0
3335,87445,6.55,0
3336,87446,323.35,0
3337,87447,0.45,0
3338,87448,1378.0,0
3339,87449,10.6,0
3340,87450,35.0,0
3341,87451,106.0,0
3342,87452,4.8,0
3343,87453,116.94,0
3344,87454,202.5,0
3345,87455,4.02,0
3346,87456,15.16,0
3347,87457,1076.4,0
3348,87458,76.05,0
3349,87459,1.39,0
3350,87460,2499.0,0
3351,87461,364.14,0
3352,87462,408.45,0
3353,87463,35.0,0
3354,87464,69.19,0
3355,87465,75.0,0
3356,87466,32.78,0
3357,87467,260.0,0
3358,87468,225.0,0
3359,87469,35.0,0
3360,87470,3.39,0
3361,87471,299.0,0
3362,87472,675.0,0
3363,87473,35.65,0
3364,87474,8.5,0
3365,87475,264.99,1
3366,87476,521.0,0
3367,87477,28.86,0
3368,87478,2072.39,1
3369,87479,2142.0,0
3370,87480,49.32,0
3371,87481,122.09,0
3372,87482,24.85,0
3373,87483,50.0,0
3374,87484,1091.36,0
3375,87485,250.0,0
3376,87486,35.0,0
3377,87487,122.87,0
3378,87488,364.92,1
3379,87489,393.2,0
3380,87490,181.93,0
3381,87491,1998.0,0
3382,87492,1.46,0
3383,87493,65.0,0
3384,87494,100.2,0
3385,87495,257.5,0
3386,87496,90.0,0
3387,87497,17.56,0
3388,87498,85.0,0
3389,87499,1125.04,0
3390,87500,1791.0,0
3391,87501,1604.76,0
3392,87502,690.0,0
3393,87503,105.6,0
3394,87504,284.84,0
3395,87505,38.0,0
3396,87506,2473.56,0
3397,87507,48.9,0
3398,87508,12.38,0
3399,87509,57.88,0
3400,87510,70.92,0
3401,87511,26.0,0
3402,87512,295.0,0
3403,87513,35.0,0
3404,87514,914.04,0
3405,87515,487.36,0
3406,87516,600.0,0
3407,87517,35.0,0
3408,87518,122.21,0
3409,87519,115.0,0
3410,87520,276.0,0
3411,87521,89.4,0
3412,87522,108.93,1
3413,87523,1496.8,0
3414,87524,229.79,0
3415,87525,2.8,0
3416,87526,464.6,0
3417,87527,344.4,0
3418,87528,6.55,0
3419,87529,30.9,0
3420,87530,280.0,0
3421,87531,35.0,0
3422,87532,91.95,0
3423,87533,69.83,0
3424,87534,144.91,0
3425,87535,25.0,0
3426,87536,3.2,0
3427,87537,670.0,1
3428,87538,83.68,0
3429,87539,468.0,0
3430,87540,27.13,0
3431,87541,148.0,0
3432,87542,259.57,0
3433,87543,116.53,0
3434,87544,69.68,0
3435,87545,57.08,0
3436,87546,44.2,0
3437,87547,165.0,0
3438,87548,16.08,0
3439,87549,35.07,0
3440,87550,55.93,0
3441,87551,38.86,0
3442,87552,80.92,0
3443,87553,1486.0,0
3444,87554,119.85,0
3445,87555,135.02,0
3446,87556,438.03,0
3447,87557,1022.17,0
3448,87558,282.93,0
3449,87559,527.0,0
3450,87560,92.5,0
3451,87561,126.17,0
3452,87562,39.5,0
3453,87563,9.9,0
3454,87564,2496.0,0
3455,87565,107.99,0
3456,87566,28.0,0
3457,87567,179.0,0
3458,87568,794.0,0
3459,87569,35.0,0
3460,87570,150.0,0
3461,87571,35.0,0
3462,87572,199.0,0
3463,87573,80.6,0
3464,87574,29.99,0
3465,87575,128.73,1
3466,87576,529.45,0
3467,87577,3.39,0
3468,87578,232.26,0
3469,87579,21.0,0
3470,87580,600.0,0
3471,87581,67.5,0
3472,87582,166.0,0
3473,87583,13.99,0
3474,87584,35.0,0
3475,87585,35.0,0
3476,87586,24.25,0
3477,87587,28.7,0
3478,87588,266.8,0
3479,87589,9.06,0
3480,87590,992.0,0
3481,87591,274.95,0
3482,87592,199.0,0
3483,87593,178.62,0
3484,87594,35.0,0
3485,87595,676.6,0
3486,87596,1338.32,0
3487,87597,874.95,1
3488,87598,77.59,0
3489,87599,321.71,0
3490,87600,5.34,0
3491,87601,20.24,0
3492,87602,66.12,0
3493,87603,266.66,0
3494,87604,197.6,0
3495,87605,2477.0,0
3496,87606,18.66,0
3497,87607,72.22,0
3498,87608,145.0,0
3499,87609,1806.0,0
3500,87610,178.1,0
3501,87611,9.9,0
3502,87612,1250.0,0
3503,87613,17.2,0
3504,87614,53.13,0
3505,87615,305.62,1
3506,87616,358.98,0
3507,87617,800.0,0
3508,87618,1089.01,0
3509,87619,40.92,0
3510,87620,26.82,0
3511,87621,23.4,0
3512,87622,5.92,0
3513,87623,341.5,0
3514,87624,290.0,0
3515,87625,35.0,0
3516,87626,657.33,0
3517,87627,481.3,0
3518,87628,35.0,0
3519,87629,97.5,0
3520,87630,44.44,0
3521,87631,643.0,0
3522,87632,2477.0,0
3523,87633,562.66,0
3524,87634,315.15,0
3525,87635,209.17,0
3526,87636,35.0,0
3527,87637,35.0,0
3528,87638,250.0,0
3529,87639,178.22,0
3530,87640,216.06,0
3531,87641,0.6,0
3532,87642,43.03,0
3533,87643,1.39,0
3534,87644,35.0,0
3535,87645,936.51,0
3536,87646,344.0,0
3537,87647,245.0,0
3538,87648,2.77,0
3539,87649,8.42,0
3540,87650,31.0,0
3541,87651,80.96,0
3542,87652,895.0,0
3543,87653,113.31,0
3544,87654,45.0,0
3545,87655,6.6,0
3546,87656,49.5,0
3547,87657,158.39,0
3548,87658,35.0,0
3549,87659,191.94,0
3550,87660,62.68,0
3551,87661,35.0,0
3552,87662,263.9,0
3553,87663,245.0,0
3554,87664,300.0,0
3555,87665,37.5,0
3556,87666,70.03,0
3557,87667,7.9,0
3558,87668,93.81,0
3559,87669,932.4,0
3560,87670,219.0,0
3561,87671,4.99,0
3562,87672,7.96,0
3563,87673,892.0,0
3564,87674,150.0,0
3565,87675,16.5,0
3566,87676,3.04,0
3567,87677,8.98,0
3568,87678,171.5,0
3569,87679,83.0,0
3570,87680,290.0,0
3571,87681,15.32,0
3572,87682,35.0,0
3573,87683,208.85,0
3574,87684,227.53,0
3575,87685,76.8,0
3576,87686,23.45,0
3577,87687,2.93,0
3578,87688,97.95,0
3579,87689,107.5,0
3580,87690,896.0,0
3581,87691,77.58,0
3582,87692,440.0,0
3583,87693,549.78,0
3584,87694,25.25,0
3585,87695,545.01,0
3586,87696,615.93,0
3587,87697,50.0,0
3588,87698,657.9,0
3589,87699,88.56,0
3590,87700,69.5,0
3591,87701,202.36,0
3592,87702,115.0,0
3593,87703,94.0,0
3594,87704,148.84,0
3595,87705,75.94,0
3596,87706,361.75,0
3597,87707,49.9,0
3598,87708,25.35,0
3599,87709,194.24,0
3600,87710,3.74,0
3601,87711,3.62,0
3602,87712,82.8,0
3603,87713,740.0,0
3604,87714,35.8,0
3605,87715,200.0,0
3606,87716,85.21,0
3607,87717,538.25,0
3608,87718,113.14,0
3609,87719,204.97,0
3610,87720,274.0,0
3611,87721,433.41,0
3612,87722,34.8,0
3613,87723,394.25,0
3614,87724,468.0,0
3615,87725,157.78,0
3616,87726,62.9,0
3617,87727,520.0,0
3618,87728,255.0,0
3619,87729,436.38,0
3620,87730,356.0,0
3621,87731,0.9,0
3622,87732,20.48,0
3623,87733,6.69,0
3624,87734,85.38,0
3625,87735,2410.0,0
3626,87736,119.33,0
3627,87737,64.5,0
3628,87738,107.8,0
3629,87739,175.05,0
3630,87740,14.2,0
3631,87741,4763.0,0
3632,87742,25.9,0
3633,87743,74.15,0
3634,87744,184.14,0
3635,87745,136.75,0
3636,87746,100.85,0
3637,87747,61.6,0
3638,87748,197.25,0
3639,87749,277.32,0
3640,87750,937.27,1
3641,87751,148.25,0
3642,87752,532.2,0
3643,87753,300.0,0
3644,87754,795.7,0
3645,87755,700.0,0
3646,87756,374.55,0
3647,87757,3.62,0
3648,87758,993.64,0
3649,87759,313.25,0
3650,87760,6.59,0
3651,87761,830.0,0
3652,87762,321.75,0
3653,87763,181.3,0
3654,87764,149.26,0
3655,87765,37.5,0
3656,87766,139.19,0
3657,87767,899.97,0
3658,87768,104.8,0
3659,87769,64.38,0
3660,87770,93.41,0
3661,87771,246.6,0
3662,87772,255.7,0
3663,87773,950.44,1
3664,87774,1308.0,0
3665,87775,335.2,0
3666,87776,4.96,0
3667,87777,437.38,0
3668,87778,20.24,0
3669,87779,189.26,0
3670,87780,439.44,0
3671,87781,2225.0,0
3672,87782,995.0,0
3673,87783,395.0,0
3674,87784,74.85,0
3675,87785,129.9,0
3676,87786,49.37,0
3677,87787,503.0,0
3678,87788,13.0,0
3679,87789,481.22,0
3680,87790,264.98,0
3681,87791,820.83,0
3682,87792,270.29,0
3683,87793,46.2,0
3684,87794,345.0,0
3685,87795,26.9,0
3686,87796,462.1,0
3687,87797,413.48,0
3688,87798,3.62,0
3689,87799,556.75,0
3690,87800,358.0,0
3691,87801,3.62,0
3692,87802,52.21,0
3693,87803,79.47,0
3694,87804,3.62,0
3695,87805,39.65,0
3696,87806,3.74,0
3697,87807,1495.0,0
3698,87808,1153.18,0
3699,87809,163.2,0
3700,87810,2499.0,0
3701,87811,3.74,0
3702,87812,231.0,0
3703,87813,7.0,0
3704,87814,820.0,0
3705,87815,106.83,0
3706,87816,430.0,0
3707,87817,2248.0,0
3708,87818,495.0,0
3709,87819,3.74,0
3710,87820,394.25,0
3711,87821,109.29,0
3712,87822,852.0,0
3713,87823,68.5,0
3714,87824,27.42,0
3715,87825,124.75,0
3716,87826,168.87,0
3717,87827,99.0,0
3718,87828,815.14,0
3719,87829,114.2,0
3720,87830,371.5,0
3721,87831,178.1,0
3722,87832,1495.0,0
3723,87833,23.77,0
3724,87834,786.0,0
3725,87835,533.0,0
3726,87836,151.72,0
3727,87837,1665.0,0
3728,87838,221.69,0
3729,87839,2482.88,0
3730,87840,75.0,0
3731,87841,911.0,0
3732,87842,48.1,0
3733,87843,439.51,0
3734,87844,719.88,0
3735,87845,114.0,0
3736,87846,3.67,0
3737,87847,72.22,0
3738,87848,79.74,0
3739,87849,46.9,0
3740,87850,127.98,0
3741,87851,158.0,0
3742,87852,340.79,0
3743,87853,163.65,0
3744,87854,1820.0,0
3745,87855,3.74,0
3746,87856,690.8,0
3747,87857,16939.0,0
3748,87858,273.0,0
3749,87859,1876.0,0
3750,87860,262.6,0
3751,87861,25.0,0
3752,87862,807.64,0
3753,87863,27.5,0
3754,87864,401.3,0
3755,87865,1605.18,0
3756,87866,119.94,0
3757,87867,14.0,0
3758,87868,55.65,0
3759,87869,50.1,0
3760,87870,41.7,0
3761,87871,3.57,0
3762,87872,143.94,0
3763,87873,3.62,0
3764,87874,224.44,0
3765,87875,10.56,0
3766,87876,394.25,0
3767,87877,219.77,0
3768,87878,2225.0,0
3769,87879,299.98,0
3770,87880,19.0,0
3771,87881,804.2,0
3772,87882,6.62,0
3773,87883,360.54,0
3774,87884,73.0,0
3775,87885,22.0,0
3776,87886,111.0,0
3777,87887,36.39,0
3778,87888,19.99,0
3779,87889,367.06,0
3780,87890,366.04,0
3781,87891,1475.0,0
3782,87892,166.86,0
3783,87893,100.65,0
3784,87894,25.0,0
3785,87895,25.96,0
3786,87896,33.0,0
3787,87897,94.25,0
3788,87898,850.0,0
3789,87899,1130.0,0
3790,87900,41.79,0
3791,87901,53.7,0
3792,87902,137.13,0
3793,87903,203.0,0
3794,87904,63.09,0
3795,87905,123.6,0
3796,87906,969.7,0
3797,87907,95.9,0
3798,87908,107.61,0
3799,87909,82.95,0
3800,87910,237.4,0
3801,87911,1174.97,0
3802,87912,949.0,0
3803,87913,950.0,0
3804,87914,948.9,0
3805,87915,1985.0,0
3806,87916,352.5,0
3807,87917,83.02,0
3808,87918,17.9,0
3809,87919,74.95,0
3810,87920,800.0,0
3811,87921,198.0,0
3812,87922,108.5,0
3813,87923,43.4,0
3814,87924,520.0,0
3815,87925,655.0,0
3816,87926,22.11,0
3817,87927,285.0,0
3818,87928,208.33,0
3819,87929,58.14,0
3820,87930,338.5,0
3821,87931,99.3,0
3822,87932,22.41,0
3823,87933,394.25,0
3824,87934,856.86,0
3825,87935,244.94,0
3826,87936,53.8,0
3827,87937,69.86,0
3828,87938,450.75,0
3829,87939,318.0,0
3830,87940,317.5,0
3831,87941,10.0,0
3832,87942,189.41,0
3833,87943,72.87,0
3834,87944,1729.37,0
3835,87945,65.95,0
3836,87946,129.79,0
3837,87947,756.0,0
3838,87948,53.0,0
3839,87949,56.0,0
3840,87950,39.07,0
3841,87951,389.21,0
3842,87952,139.95,0
3843,87953,35.95,0
3844,87954,1066.0,0
3845,87955,491.26,0
3846,87956,213.52,0
3847,87957,506.33,0
3848,87958,1468.65,0
3849,87959,238.25,0
3850,87960,231.25,0
3851,87961,435.25,0
3852,87962,159.31,0
3853,87963,275.87,0
3854,87964,632.84,0
3855,87965,3.62,0
3856,87966,70.0,0
3857,87967,293.17,0
3858,87968,56.25,0
3859,87969,7.37,0
3860,87970,898.25,0
3861,87971,27.95,0
3862,87972,220.0,0
3863,87973,35.0,0
3864,87974,53.5,0
3865,87975,795.05,0
3866,87976,2300.0,0
3867,87977,17.0,0
3868,87978,701.09,0
3869,87979,71.94,0
3870,87980,145.0,0
3871,87981,700.0,0
3872,87982,247.0,0
3873,87983,947.66,0
3874,87984,394.0,0
3875,87985,22.63,0
3876,87986,1986.86,0
3877,87987,4.0,0
3878,87988,61.46,0
3879,87989,182.1,0
3880,87990,84.0,0
3881,87991,7.2,0
3882,87992,585.0,0
3883,87993,3.74,0
3884,87994,176.5,0
3885,87995,261.16,0
3886,87996,84.7,0
3887,87997,243.0,0
3888,87998,226.95,0
3889,87999,394.25,0
3890,88000,119.68,0
3891,88001,35.8,0
3892,88002,34.38,0
3893,88003,394.25,0
3894,88004,75.0,0
3895,88005,47.22,0
3896,88006,83.5,0
3897,88007,114.9,0
3898,88008,21.95,0
3899,88009,495.25,0
3900,88010,1391.95,0
3901,88011,1226.55,0
3902,88012,342.1,0
3903,88013,1365.0,0
3904,88014,287.3,0
3905,88015,245.0,0
3906,88016,34.24,0
3907,88017,77.0,0
3908,88018,545.0,0
3909,88019,1.37,0
3910,88020,175.2,0
3911,88021,116.0,0
3912,88022,3.95,0
3913,88023,100.5,0
3914,88024,1495.0,0
3915,88025,41.08,0
3916,88026,1600.0,0
3917,88027,128.88,0
3918,88028,1089.0,0
3919,88029,399.79,0
3920,88030,241.49,0
3921,88031,24.0,0
3922,88032,136.9,0
3923,88033,417.0,0
3924,88034,89.13,0
3925,88035,405.9,0
3926,88036,222.0,0
3927,88037,3.87,0
3928,88038,4.04,0
3929,88039,49.0,0
3930,88040,200.0,0
3931,88041,309.0,0
3932,88042,351.9,0
3933,88043,8.31,0
3934,88044,1113.8,0
3935,88045,86.15,0
3936,88046,204.69,0
3937,88047,39.96,0
3938,88048,159.0,0
3939,88049,133.19,0
3940,88050,494.0,0
3941,88051,225.0,0
3942,88052,35.94,0
3943,88053,120.7,0
3944,88054,37.93,0
3945,88055,248.96,0
3946,88056,53.2,0
3947,88057,203.23,0
3948,88058,113.33,0
3949,88059,157.5,0
3950,88060,1668.41,0
3951,88061,1695.0,0
3952,88062,3.62,0
3953,88063,253.43,0
3954,88064,876.0,0
3955,88065,8.74,0
3956,88066,1335.0,0
3957,88067,606.76,0
3958,88068,908.75,0
3959,88069,40.22,0
3960,88070,357.13,0
3961,88071,284.35,0
3962,88072,86.0,0
3963,88073,310.0,0
3964,88074,519.36,0
3965,88075,171.0,0
3966,88076,1327.25,0
3967,88077,140.44,0
3968,88078,781.58,0
3969,88079,76.15,0
3970,88080,21.5,0
3971,88081,54.4,0
3972,88082,127.65,0
3973,88083,211.95,0
3974,88084,85.44,0
3975,88085,622.08,0
3976,88086,17.43,0
3977,88087,25.38,0
3978,88088,60.0,0
3979,88089,31.0,0
3980,88090,2006.0,0
3981,88091,594.5,0
3982,88092,163.75,0
3983,88093,212.31,0
3984,88094,493.65,0
3985,88095,453.71,0
3986,88096,459.52,0
3987,88097,139.19,0
3988,88098,52.1,0
3989,88099,11.0,0
3990,88100,15.62,0
3991,88101,118.95,0
3992,88102,4.06,0
3993,88103,25.0,0
3994,88104,6.25,0
3995,88105,529.97,0
3996,88106,249.84,0
3997,88107,374.4,0
3998,88108,124.97,0
3999,88109,42.5,0
4000,88110,22.59,0
4001,88111,900.0,0
4002,88112,420.0,0
4003,88113,200.0,0
4004,88114,425.57,0
4005,88115,50.0,0
4006,88116,1422.62,0
4007,88117,78.0,0
4008,88118,361.53,0
4009,88119,370.0,0
4010,88120,55.57,0
4011,88121,242.32,0
4012,88122,42.48,0
4013,88123,1073.7,0
4014,88124,70.76,0
4015,88125,689.18,0
4016,88126,116.59,0
4017,88127,307.0,0
4018,88128,19.5,0
4019,88129,42.45,0
4020,88130,1710.05,0
4021,88131,406.5,0
4022,88132,74.0,0
4023,88133,32.12,0
4024,88134,31.05,0
4025,88135,64.22,0
4026,88136,24.92,0
4027,88137,2472.17,0
4028,88138,116.98,0
4029,88139,570.4,0
4030,88140,412.86,0
4031,88141,140.2,0
4032,88142,282.24,0
4033,88143,395.0,0
4034,88144,2028.77,0
4035,88145,276.0,0
4036,88146,110.41,0
4037,88147,801.77,0
4038,88148,175.07,0
4039,88149,245.0,0
4040,88150,3.99,0
4041,88151,399.0,0
