,cardnum_amount_sum_3,cardnum_amount_week_diff_sum_3,cardnum_amount_week_diff_sum_1,merchantnum_amount_week_diff_sum_3,cardnum_merchantnum_30,cardnum_amount_month_diff_max_3,merchantnum_amount_sum_3,cardnum_amount_month_diff_sum_3,merchantnum_amount_sum_7,cardnum_amount_sum_7,merchantnum_amount_max_3,merchantnum_amount_week_diff_sum_1,cardnum_amount_week_diff_max_3,merchantnum_amount_week_diff_max_3,cardnum_amount_max_3,merchantnum_amount_month_diff_max_3,merchantnum_amount_month_diff_sum_3,cardnum_zip_30,cardnum_merchantnum_15,merchantnum_amount_week_diff_max_1,Fraud
3390,1791.0,1351.8207823565494,1351.8207823565494,1351.8207823565494,4,1359.713813342433,1791.0,1359.713813342433,1791.0,1791.0,1791.0,1351.8207823565494,1351.8207823565494,1351.8207823565494,1791.0,1359.713813342433,1359.713813342433,4,4,1351.8207823565494,0
3391,1604.76,1165.5807823565494,1165.5807823565494,1890.8702652023392,7,1173.473813342433,4850.74,1173.473813342433,8879.0,2001.06,1900.79,1165.5807823565494,1165.5807823565494,1480.6749138076316,1604.76,1469.5038133424327,1831.7366933970309,7,5,1165.5807823565494,0
3392,690.0,250.82078235654942,250.82078235654942,250.82078235654942,2,258.71381334243307,690.0,258.71381334243307,690.0,690.0,690.0,250.82078235654942,250.82078235654942,250.82078235654942,690.0,258.71381334243307,258.71381334243307,1,1,250.82078235654942,0
3393,141.63,-717.6643038358189,-333.57921764345065,-333.57921764345065,4,-325.68618665756696,105.6,-720.9423733151339,105.6,141.63,105.6,-333.57921764345065,-333.57921764345065,-333.57921764345065,105.6,-325.68618665756696,-325.68618665756696,5,3,-333.57921764345065,0
3394,10625.850000000002,5193.87473731248,-376.7468705738023,1414.6021746849115,42,2040.513813342433,3572.37,5019.129573451631,3722.19,11527.940000000002,1837.0,57.63234706964815,2086.9440416801644,1416.8849138076316,2471.8,1405.7138133424328,1415.9390667121652,38,33,416.4407823565494,0
3395,197.1,-662.194303835819,-401.1792176434506,-401.1792176434506,6,-272.18618665756696,38.0,-665.4723733151337,38.0,197.1,38.0,-401.1792176434506,-261.0150861923684,-401.1792176434506,159.1,-393.28618665756693,-393.28618665756693,6,2,-401.1792176434506,0
3396,3478.96,2600.601564713099,2600.601564713099,1763.265696164181,2,2042.273813342433,2622.56,2616.387626684866,2662.46,3478.96,2473.56,2034.3807823565494,2034.3807823565494,2034.3807823565494,2473.56,2042.273813342433,1759.987626684866,2,2,2034.3807823565494,0
3397,10674.750000000002,4803.595519669029,-767.0260882172531,-390.2792176434505,42,2040.513813342433,48.9,4636.743386794064,88.8,11576.840000000002,48.9,-390.2792176434505,2086.9440416801644,-390.2792176434505,2471.8,-382.3861866575669,-382.3861866575669,38,33,-390.2792176434505,0
3398,101.61,-5607.719829364858,-5607.719829364858,-7472.949391777782,2,-409.96618665756694,356.02,-5505.11042654837,356.02,101.61,169.86,-6043.5090470083105,-417.8592176434506,-250.2550861923684,21.32,-261.4261866575669,-7407.131359836205,1,2,-417.8592176434506,0
3399,9957.08,5400.594037569746,244.1631294261977,-381.2992176434506,26,2018.7138133424328,57.88,5212.931946766766,57.88,11208.19,57.88,-381.2992176434506,2065.1440416801643,-381.2992176434506,2450.0,-373.40618665756693,-373.40618665756693,28,20,-381.2992176434506,0
3400,303.24,-1892.656088217253,-1892.656088217253,-1956.471956766171,11,-327.3861866575669,220.36,-1853.1909332878347,1077.7,303.24,70.92,-1545.7568705738022,-335.27921764345064,-368.2592176434506,103.9,-360.3661866575669,-1936.0709332878348,9,7,-368.2592176434506,0
3401,435.61,-1228.6553483480232,-413.1792176434506,-413.1792176434506,15,-135.6261866575669,26.0,-1289.5347466302678,26.0,475.5100000000001,26.0,-413.1792176434506,-124.45508619236836,-413.1792176434506,295.66,-405.28618665756693,-405.28618665756693,15,13,-413.1792176434506,0
3402,311.5,-547.7943038358188,-144.17921764345058,-269.294303835819,4,-136.28618665756693,590.0,-551.0723733151339,590.0,1394.4,295.0,-144.17921764345058,-144.17921764345058,-125.11508619236838,295.0,-136.28618665756693,-272.57237331513386,5,3,-144.17921764345058,0
3403,980.0,-11069.184385152548,-6062.6882646517615,-11419.040343472383,1,-396.28618665756693,1015.0,-11096.013226411875,1015.0,980.0,35.0,-6062.6882646517615,-385.1150861923684,-349.8559583198359,35.0,-396.28618665756693,-11492.299413069444,1,1,-404.1792176434506,0
3404,914.04,474.86078235654935,474.86078235654935,474.86078235654935,2,482.7538133424329,914.04,482.7538133424329,914.04,914.04,914.04,474.86078235654935,474.86078235654935,474.86078235654935,914.04,482.7538133424329,482.7538133424329,2,1,474.86078235654935,0
3405,487.36,48.18078235654939,48.18078235654939,2013.1456063932626,2,56.07381334243309,3276.36,56.07381334243309,5019.009999999998,487.36,2360.0,38.00156471309879,48.18078235654939,1975.1440416801638,487.36,1928.7138133424328,1982.5014400272992,2,1,48.18078235654939,0
3406,600.0,160.82078235654942,160.82078235654942,160.82078235654942,3,168.7138133424331,600.0,168.7138133424331,600.0,600.0,600.0,160.82078235654942,160.82078235654942,160.82078235654942,600.0,168.7138133424331,168.7138133424331,3,2,160.82078235654942,0
3407,1015.0,-11473.363602795998,-6466.8674822952125,-11823.219561115835,1,-396.28618665756693,1050.0,-11492.299413069444,1050.0,1015.0,35.0,-6466.8674822952125,-385.1150861923684,-349.8559583198359,35.0,-396.28618665756693,-11888.585599727012,1,1,-404.1792176434506,0
3408,223.82,-5924.689047008311,-5924.689047008311,-7789.918609421233,2,-309.07618665756695,478.23,-5814.186613205938,478.23,223.82,169.86,-6360.4782646517615,-316.96921764345063,-250.2550861923684,122.21,-261.4261866575669,-7716.207546493772,1,2,-316.96921764345063,0
3409,387.4,-471.894303835819,-324.1792176434506,-324.1792176434506,2,-158.88618665756698,115.0,-475.1723733151339,115.0,387.4,115.0,-324.1792176434506,-147.7150861923684,-324.1792176434506,272.4,-316.28618665756693,-316.28618665756693,2,2,-324.1792176434506,0
3410,1942.11,294.03964807342703,522.6815647130989,-163.17921764345058,7,693.753813342433,276.0,216.96525336973218,276.0,1971.26,276.0,-163.17921764345058,685.8607823565494,-163.17921764345058,1125.04,-155.2861866575669,-155.2861866575669,7,7,-163.17921764345058,0
3411,166.64,-1096.574393606737,-760.0984352869011,-8139.697827064682,8,-341.8861866575669,567.63,-1127.2185599727009,567.63,590.84,169.86,-6710.257482295211,-336.4759583198359,-250.2550861923684,89.4,-261.4261866575669,-8058.093733151339,7,5,-316.96921764345063,0
3412,11011.2,4296.946212254659,429.4754764958457,-3534.1583424692985,16,1739.7138133424328,1144.3000000000004,4110.621013478929,1416.15,11318.87,327.23,-845.7276529303517,1786.1440416801638,-111.94921764345058,2171.0,-104.05618665756693,-3599.848053233236,15,15,-111.94921764345058,1
3413,3021.8,2162.505696164181,1057.6207823565494,2222.8813923283624,12,1093.713813342433,3941.47,2159.2276266848653,4410.230000000001,3021.8,1500.0,2118.441564713099,1104.8849138076316,1060.8207823565494,1525.0,1068.713813342433,2216.3252533697323,11,3,1060.8207823565494,0
3414,229.79,-209.38921764345062,-209.38921764345062,-209.38921764345062,5,-201.4961866575669,229.79,-201.4961866575669,229.79,356.79,229.79,-209.38921764345062,-209.38921764345062,-209.38921764345062,229.79,-201.4961866575669,-201.4961866575669,5,3,-209.38921764345062,0
3415,226.62,-6361.068264651762,-6361.068264651762,-8576.077044708134,2,-309.07618665756695,570.43,-6242.672799863503,570.43,226.62,169.86,-7146.636699938662,-316.96921764345063,-250.2550861923684,122.21,-261.4261866575669,-8486.579919808906,1,2,-316.96921764345063,0
3416,714.6,-163.75843528690118,-163.75843528690118,25.42078235654941,2,33.31381334243309,464.6,-147.97237331513384,464.6,714.6,464.6,25.42078235654941,25.42078235654941,25.42078235654941,464.6,33.31381334243309,33.31381334243309,2,2,25.42078235654941,0
3417,643.46,-215.83430383581901,-94.77921764345064,861.6743894963217,1,-86.88618665756695,3770.09,-219.11237331513385,3938.38,643.46,2072.39,1538.4315647130984,-94.77921764345064,1633.2107823565493,344.4,1641.1038133424329,751.0866933970312,1,1,1633.2107823565493,0
3418,233.17,-6793.6974822952125,-6793.6974822952125,-9008.706262351585,2,-309.07618665756695,576.9799999999998,-6667.408986521071,576.9799999999998,233.17,169.86,-7579.265917582113,-316.96921764345063,-250.2550861923684,122.21,-261.4261866575669,-8911.316106466473,1,2,-316.96921764345063,0
3419,30.9,-408.2792176434505,-408.2792176434505,-408.2792176434505,9,-400.3861866575669,30.9,-400.3861866575669,30.9,1500.48,30.9,-408.2792176434505,-408.2792176434505,-408.2792176434505,30.9,-400.3861866575669,-400.3861866575669,9,2,-408.2792176434505,0
3420,280.0,-159.17921764345058,-159.17921764345058,-159.17921764345058,7,-151.2861866575669,280.0,-151.2861866575669,280.0,749.95,280.0,-159.17921764345058,-159.17921764345058,-159.17921764345058,280.0,-151.2861866575669,-151.2861866575669,6,6,-159.17921764345058,0
3421,1050.0,-11877.542820439448,-6871.046699938664,-12227.398778759285,1,-396.28618665756693,1085.0,-11888.585599727012,1085.0,1050.0,35.0,-6871.046699938664,-385.1150861923684,-349.8559583198359,35.0,-396.28618665756693,-12284.87178638458,1,1,-404.1792176434506,0
3422,91.95,-347.2292176434506,-347.2292176434506,4699.29377952451,4,-339.33618665756694,6328.3,-339.33618665756694,12725.15,246.8,2317.35,-347.2292176434506,-347.2292176434506,1897.2349138076315,91.95,1886.063813342433,4603.155253369732,4,3,-347.2292176434506,0
3423,932.46,-786.1286076716382,-371.14843528690125,-987.798607671638,4,6.093813342433067,730.7900000000002,-792.6847466302678,730.7900000000002,1180.46,521.0,-287.52843528690124,-1.7992176434506175,81.82078235654939,437.38,89.71381334243307,-994.354746630268,4,4,81.82078235654939,0
3424,144.91,-294.26921764345065,-294.26921764345065,-294.26921764345065,1,-286.37618665756685,144.91,-286.37618665756685,267.93,144.91,144.91,-294.26921764345065,-294.26921764345065,-294.26921764345065,144.91,-286.37618665756685,-286.37618665756685,1,1,-294.26921764345065,0
3425,258.17,-7207.8766999386635,-7207.8766999386635,-9422.885479995035,2,-309.07618665756695,601.9799999999998,-7073.695173178637,601.9799999999998,258.17,169.86,-7993.445135225564,-316.96921764345063,-250.2550861923684,122.21,-261.4261866575669,-9317.60229312404,1,2,-316.96921764345063,0
3426,261.37,-7643.855917582113,-7643.855917582113,-9858.864697638486,2,-309.07618665756695,605.18,-7501.781359836204,605.18,261.37,169.86,-8429.424352869015,-316.96921764345063,-250.2550861923684,122.21,-261.4261866575669,-9745.688479781607,1,2,-316.96921764345063,0
3427,11681.2,4527.766994611208,660.2962588523951,230.82078235654942,17,1739.7138133424328,670.0,4349.334826821362,670.0,11988.87,670.0,230.82078235654942,1786.1440416801638,230.82078235654942,2171.0,238.7138133424331,238.7138133424331,16,16,230.82078235654942,1
3428,83.68,-355.4992176434506,-355.4992176434506,-355.4992176434506,3,-347.6061866575669,83.68,-347.6061866575669,83.68,83.68,83.68,-355.4992176434506,-355.4992176434506,-355.4992176434506,83.68,-347.6061866575669,-347.6061866575669,2,3,-355.4992176434506,0
3429,468.0,28.82078235654939,28.82078235654939,28.82078235654939,2,36.71381334243307,468.0,36.71381334243307,468.0,468.0,468.0,28.82078235654939,28.82078235654939,28.82078235654939,468.0,36.71381334243307,36.71381334243307,2,1,28.82078235654939,0
3430,27.13,-412.0492176434506,-412.0492176434506,-412.0492176434506,4,-404.15618665756693,27.13,-404.15618665756693,27.13,27.13,27.13,-412.0492176434506,-412.0492176434506,-412.0492176434506,27.13,-404.15618665756693,-404.15618665756693,5,1,-412.0492176434506,0
3431,3576.28,1508.0945618810586,1267.6415647130991,-481.7851759632865,27,1566.7138133424328,342.25,1419.8490667121653,342.25,6082.200000000002,194.25,-291.1792176434506,1558.8207823565494,-190.60595831983588,1998.0,-237.0361866575669,-520.3223733151339,25,20,-291.1792176434506,0
3432,10934.320000000003,4623.986302025579,-946.6353058607036,-179.60921764345062,42,2040.513813342433,259.57,4465.027200136497,259.57,11836.410000000002,259.57,-179.60921764345062,2086.9440416801644,-179.60921764345062,2471.8,-171.71618665756694,-171.71618665756694,38,33,-179.60921764345062,0
3433,208.48,-669.8784352869012,-669.8784352869012,-322.64921764345064,5,-314.75618665756684,116.53,-654.0923733151337,116.53,363.33,116.53,-322.64921764345064,-322.64921764345064,-322.64921764345064,116.53,-314.75618665756684,-314.75618665756684,5,4,-322.64921764345064,0
3434,398.55,-845.6002621556551,-369.4992176434506,-1645.4154381189417,9,-201.4161866575669,422.77,-895.3085599727008,422.77,398.55,246.72,-561.9584352869011,-154.9859583198359,-192.4592176434506,229.87,-184.5661866575669,-1733.6609332878347,9,5,-192.4592176434506,0
3435,66.25,-793.0443038358189,-382.0992176434506,-382.0992176434506,4,-374.2061866575669,57.08,-796.3223733151339,57.08,66.25,57.08,-382.0992176434506,-382.0992176434506,-382.0992176434506,57.08,-374.2061866575669,-374.2061866575669,3,4,-382.0992176434506,0
3436,144.4,-733.9584352869012,-733.9584352869012,-394.9792176434506,19,-331.08618665756694,44.2,-718.1723733151338,44.2,205.59,44.2,-394.9792176434506,-338.9792176434506,-394.9792176434506,100.2,-387.0861866575669,-387.0861866575669,16,11,-394.9792176434506,0
3437,165.0,-274.17921764345056,-274.17921764345056,-274.17921764345056,13,-266.28618665756693,165.0,-266.28618665756693,165.0,1419.5,165.0,-274.17921764345056,-274.17921764345056,-274.17921764345056,165.0,-266.28618665756693,-266.28618665756693,13,5,-274.17921764345056,0
3438,1958.19,-129.05956957002363,99.58234706964822,262.76156471309883,7,693.753813342433,1141.12,-198.24093328783482,1141.12,1987.34,1125.04,262.76156471309883,685.8607823565494,685.8607823565494,1125.04,693.753813342433,278.54762668486603,7,7,685.8607823565494,0
3439,62.2,-816.1584352869013,-816.1584352869013,-2360.581174409622,4,-396.21618665756694,255.43,-800.3723733151338,1112.77,62.2,70.92,-1949.8660882172528,-404.1092176434506,-368.2592176434506,35.07,-360.3661866575669,-2332.2871199454016,5,2,-368.2592176434506,0
3440,894.4699999999998,-349.68026215565493,-383.2492176434506,-269.76430383581896,23,102.3138133424331,589.53,-399.3885599727008,589.53,894.4699999999998,533.6,-383.2492176434506,113.48491380763164,113.48491380763164,533.6,102.3138133424331,-273.04237331513383,21,7,-383.2492176434506,0
3441,290.82,-1026.7176529303515,-1026.7176529303515,-400.3192176434506,8,-274.2661866575669,38.86,-1003.0385599727008,93.4,290.82,38.86,-400.3192176434506,-282.15921764345063,-400.3192176434506,157.02,-392.4261866575669,-392.4261866575669,6,5,-400.3192176434506,0
3442,80.92,-358.2592176434506,-358.2592176434506,-358.2592176434506,2,-350.3661866575669,80.92,-350.3661866575669,80.92,111.34,80.92,-358.2592176434506,-358.2592176434506,-358.2592176434506,80.92,-350.3661866575669,-350.3661866575669,2,2,-358.2592176434506,0
3443,2948.2,2124.164824036713,1046.8207823565494,1046.8207823565494,11,1054.713813342433,1486.0,2085.6276266848668,1486.0,2948.2,1486.0,1046.8207823565494,1077.344041680164,1046.8207823565494,1486.0,1054.713813342433,1054.713813342433,10,6,1046.8207823565494,0
3444,119.85,-319.32921764345065,-319.32921764345065,-1463.5304345403918,1,-311.43618665756696,620.85,-311.43618665756696,620.85,119.85,215.0,-319.32921764345065,-319.32921764345065,-169.8559583198359,119.85,-216.2861866575669,-1535.5809332878348,1,1,-319.32921764345065,0
3445,1099.02,274.98482403671346,-304.15921764345063,-304.15921764345063,5,532.713813342433,135.02,236.4476266848661,135.02,1099.02,135.02,-304.15921764345063,579.144041680164,-304.15921764345063,964.0,-296.2661866575669,-296.2661866575669,3,5,-304.15921764345063,0
3446,438.03,-1.1492176434506405,-1.1492176434506405,-1.1492176434506405,6,6.743813342433042,438.03,6.743813342433042,438.03,1112.2,438.03,-1.1492176434506405,-1.1492176434506405,-1.1492176434506405,438.03,6.743813342433042,6.743813342433042,7,5,-1.1492176434506405,0
3447,1022.17,582.9907823565492,582.9907823565492,582.9907823565492,3,590.8838133424331,1022.17,590.8838133424331,1343.27,1022.17,1022.17,582.9907823565492,582.9907823565492,582.9907823565492,1022.17,590.8838133424331,590.8838133424331,3,1,582.9907823565492,0
3448,282.93,-156.24921764345058,-156.24921764345058,-156.24921764345058,5,-148.35618665756692,282.93,-148.35618665756692,282.93,1441.7100000000007,282.93,-156.24921764345058,-156.24921764345058,-156.24921764345058,282.93,-148.35618665756692,-148.35618665756692,5,4,-156.24921764345058,0
3449,527.0,87.8207823565494,87.8207823565494,87.8207823565494,1,95.71381334243307,527.0,95.71381334243307,527.0,527.0,527.0,87.8207823565494,87.8207823565494,87.8207823565494,527.0,95.71381334243307,95.71381334243307,1,1,87.8207823565494,0
3450,542.82,-755.6535214792696,-597.4584352869012,-346.6792176434506,20,-169.3661866575669,92.5,-751.0385599727008,92.5,997.83,92.5,-346.6792176434506,-158.19508619236836,-346.6792176434506,261.92,-338.78618665756693,-338.78618665756693,21,10,-346.6792176434506,0
3451,160.17000000000004,-699.124303835819,-313.0092176434506,-313.0092176434506,5,-305.11618665756686,126.17,-702.4023733151338,126.17,160.17000000000004,126.17,-313.0092176434506,-313.0092176434506,-313.0092176434506,126.17,-305.11618665756686,-305.11618665756686,5,4,-313.0092176434506,0
3452,3518.46,2200.9223470696484,2200.9223470696484,-399.6792176434506,3,2042.273813342433,39.5,2224.6014400272993,39.5,3518.46,39.5,-399.6792176434506,2034.3807823565494,-399.6792176434506,2473.56,-391.78618665756693,-391.78618665756693,3,3,-399.6792176434506,0
3453,1108.92,-154.29439360673715,-733.4384352869013,-429.2792176434505,6,532.713813342433,9.9,-184.93855997270083,9.9,1108.92,9.9,-429.2792176434505,579.144041680164,-429.2792176434505,964.0,-421.3861866575669,-421.3861866575669,3,6,-429.2792176434505,0
3454,4728.0,3410.4623470696483,3410.4623470696483,3310.5164785207307,9,2064.713813342433,4608.99,3434.1414400272997,7736.48,4730.51,2496.0,2127.581564713099,2056.8207823565494,2056.8207823565494,2496.0,2064.713813342433,3315.1314400273,9,4,2056.8207823565494,0
3455,532.1899999999998,-1096.8162204754908,-331.1892176434506,-602.5451759632865,4,-254.1861866575669,221.49,-1192.9547466302674,221.49,532.1899999999998,113.5,-331.1892176434506,-243.0150861923684,-271.3559583198359,177.1,-317.78618665756693,-641.0823733151339,4,4,-331.1892176434506,0
3456,28.0,-411.1792176434506,-411.1792176434506,-411.1792176434506,4,-403.28618665756693,28.0,-403.28618665756693,28.0,28.0,28.0,-411.1792176434506,-411.1792176434506,-411.1792176434506,28.0,-403.28618665756693,-403.28618665756693,4,2,-411.1792176434506,0
3457,478.0,-400.35843528690117,-400.35843528690117,-761.8911342831226,7,-132.28618665756693,447.0,-384.5723733151338,794.0,478.0,179.0,-260.17921764345056,-140.17921764345058,-215.85595831983588,299.0,-252.2861866575669,-846.8585599727008,6,5,-260.17921764345056,0
3458,847.25,-12.044303835818994,354.8207823565494,195.96482403671348,3,362.71381334243307,1020.0,-15.32237331513386,1020.0,847.25,794.0,354.8207823565494,354.8207823565494,354.8207823565494,794.0,362.71381334243307,157.4276266848661,4,1,354.8207823565494,0
3459,1085.0,-12281.7220380829,-7275.225917582115,-12631.577996402737,1,-396.28618665756693,1120.0,-12284.87178638458,1120.0,1085.0,35.0,-7275.225917582115,-385.1150861923684,-349.8559583198359,35.0,-396.28618665756693,-12681.157973042149,1,1,-404.1792176434506,0
3460,2330.41,281.2886933321408,-289.1792176434506,-289.1792176434506,7,480.023813342433,150.0,173.9790667121653,150.0,2330.41,150.0,-289.1792176434506,491.1949138076316,-289.1792176434506,911.31,-281.28618665756693,-281.28618665756693,7,4,-289.1792176434506,0
3461,1120.0,-12685.901255726347,-7679.405135225566,-13035.757214046183,1,-396.28618665756693,1155.0,-12681.157973042149,1155.0,1120.0,35.0,-7679.405135225566,-385.1150861923684,-349.8559583198359,35.0,-396.28618665756693,-13077.444159699717,1,1,-404.1792176434506,0
3462,677.0,-640.5376529303519,-640.5376529303519,-380.35843528690117,7,-132.28618665756693,498.0,-616.8585599727007,498.0,677.0,299.0,-380.35843528690117,-140.17921764345058,-140.17921764345058,299.0,-132.28618665756693,-364.5723733151338,6,5,-140.17921764345058,0
3463,518.47,-1549.7154381189416,-474.40843528690124,-869.5235214792697,11,-107.9361866575669,428.9500000000001,-1637.9609332878345,596.31,859.4700000000001,272.3,-721.7084352869012,-115.82921764345059,-147.81508619236837,323.35,-158.98618665756692,-864.9085599727008,10,9,-358.57921764345065,0
3464,83.97,-740.0651759632865,-409.1892176434506,-2003.1055278898596,9,-377.3061866575669,469.0,-778.6023733151338,610.41,398.97,229.54,-935.9176529303517,-330.8759583198359,-209.63921764345062,53.98,-201.7461866575669,-2118.7171199454015,7,6,-209.63921764345062,0
3465,11809.929999999997,4217.317776967759,349.84704120894446,-310.4492176434506,18,1739.7138133424328,128.73,4046.778640163795,128.73,12117.6,128.73,-310.4492176434506,1786.1440416801638,-310.4492176434506,2171.0,-302.55618665756697,-302.55618665756697,17,17,-310.4492176434506,1
3466,3149.0600000000004,256.83938591777195,-659.3076529303518,90.27078235654943,14,1143.713813342433,529.45,130.05669339703138,985.45,3348.7700000000004,529.45,90.27078235654943,1190.144041680164,90.27078235654943,1575.0,98.16381334243313,98.16381334243313,11,12,90.27078235654943,0
3467,264.76,-8079.645135225563,-8079.645135225563,-10294.653915281937,2,-309.07618665756695,608.5699999999998,-7929.677546493771,608.5699999999998,264.76,169.86,-8865.213570512466,-316.96921764345063,-250.2550861923684,122.21,-261.4261866575669,-10173.584666439174,1,2,-316.96921764345063,0
3468,1225.42,347.0615647130987,347.0615647130987,-206.91921764345062,7,561.8738133424331,232.26,362.84762668486616,232.26,1225.42,232.26,-206.91921764345062,553.9807823565493,-206.91921764345062,993.16,-199.0261866575669,-199.0261866575669,9,2,-206.91921764345062,0
3469,285.76,-8497.824352869015,-8497.824352869015,-10712.833132925389,2,-309.07618665756695,629.5699999999998,-8339.963733151339,629.5699999999998,285.76,169.86,-9283.392788155916,-316.96921764345063,-250.2550861923684,122.21,-261.4261866575669,-10583.87085309674,1,2,-316.96921764345063,0
3470,636.0,-188.03517596328646,160.82078235654942,160.82078235654942,5,168.7138133424331,600.0,-226.57237331513386,600.0,636.0,600.0,160.82078235654942,160.82078235654942,160.82078235654942,600.0,168.7138133424331,168.7138133424331,5,3,160.82078235654942,0
3471,143.55,-734.8084352869013,-734.8084352869013,-231.8093900281873,2,-355.2361866575669,1047.6,-719.0223733151338,1435.46,143.55,899.1,-371.6792176434506,-363.1292176434506,478.9849138076317,76.05,467.8138133424331,-246.2585599727008,2,2,-371.6792176434506,0
3472,433.98,-864.4935214792696,-684.3784352869012,-273.17921764345056,15,-191.2861866575669,166.0,-859.8785599727008,166.0,1372.27,166.0,-273.17921764345056,-180.11508619236838,-273.17921764345056,240.0,-265.28618665756693,-265.28618665756693,15,12,-273.17921764345056,0
3473,13.99,-425.1892176434506,-425.1892176434506,-425.1892176434506,3,-417.2961866575669,13.99,-417.2961866575669,13.99,141.09,13.99,-425.1892176434506,-425.1892176434506,-425.1892176434506,13.99,-417.2961866575669,-417.2961866575669,3,3,-425.1892176434506,0
3474,1155.0,-13090.0804733698,-8083.584352869016,-13439.936431689635,1,-396.28618665756693,1190.0,-13077.444159699717,1190.0,1155.0,35.0,-8083.584352869016,-385.1150861923684,-349.8559583198359,35.0,-396.28618665756693,-13473.730346357284,1,1,-404.1792176434506,0
3475,1190.0,-13494.259691013247,-8487.763570512467,-13844.115649333084,1,-396.28618665756693,1225.0,-13473.730346357284,1225.0,1190.0,35.0,-8487.763570512467,-385.1150861923684,-349.8559583198359,35.0,-396.28618665756693,-13870.01653301485,1,1,-404.1792176434506,0
3476,231.77,-627.5243038358191,-414.9292176434506,-414.9292176434506,6,-223.76618665756686,24.25,-630.8023733151339,675.52,2828.07,24.25,-414.9292176434506,-212.5950861923684,-414.9292176434506,207.52,-407.03618665756693,-407.03618665756693,7,6,-414.9292176434506,0
3477,314.46,-8908.303570512466,-8908.303570512466,-11123.312350568838,2,-309.07618665756695,658.27,-8742.549919808906,658.27,314.46,169.86,-9693.872005799367,-316.96921764345063,-250.2550861923684,122.21,-261.4261866575669,-10986.457039754308,1,2,-316.96921764345063,0
3478,342.2100000000001,-517.084303835819,-172.37921764345057,-76.57273912272012,2,-164.48618665756692,1661.0800000000004,-520.3623733151338,1661.0800000000004,342.2100000000001,760.08,-194.65765293035182,-172.37921764345057,320.90078235654937,266.8,328.7938133424331,-64.06474663026762,2,2,320.90078235654937,0
3479,9.06,-430.1192176434506,-430.1192176434506,-430.1192176434506,3,-422.2261866575669,9.06,-422.2261866575669,9.06,9.06,9.06,-430.1192176434506,-430.1192176434506,-430.1192176434506,9.06,-422.2261866575669,-422.2261866575669,3,3,-430.1192176434506,0
3480,1777.0,917.7056961641812,552.8207823565493,552.8207823565493,9,560.713813342433,992.0,914.427626684866,992.0,1777.0,992.0,552.8207823565493,552.8207823565493,552.8207823565493,992.0,560.713813342433,560.713813342433,9,5,552.8207823565493,0
3481,1169.4199999999996,-513.9094797991055,-547.4784352869011,-433.99352147926965,23,102.3138133424331,864.48,-555.7247466302676,864.48,1169.4199999999996,533.6,-547.4784352869011,113.48491380763164,113.48491380763164,533.6,102.3138133424331,-429.3785599727008,21,7,-164.22921764345062,0
3482,199.0,-240.17921764345058,-240.17921764345058,-240.17921764345058,6,-232.2861866575669,199.0,-232.2861866575669,199.0,542.83,199.0,-240.17921764345058,-240.17921764345058,-240.17921764345058,199.0,-232.2861866575669,-232.2861866575669,5,3,-240.17921764345058,0
3483,1153.61,-914.5754381189416,-586.8684352869012,-260.5592176434506,22,368.21381334243307,178.62,-1002.8209332878346,178.62,1664.11,178.62,-260.5592176434506,414.6440416801641,-260.5592176434506,799.5,-252.6661866575669,-252.6661866575669,20,13,-260.5592176434506,0
3484,1225.0,-13898.438908656699,-8891.942788155917,-14248.294866976536,1,-396.28618665756693,1260.0,-13870.01653301485,1260.0,1225.0,35.0,-8891.942788155917,-385.1150861923684,-349.8559583198359,35.0,-396.28618665756693,-14266.302719672418,1,1,-404.1792176434506,0
3485,3726.6,2447.190609971813,237.4207823565494,522.1815647130989,5,1918.7138133424328,1400.54,2432.7414400272987,1400.54,3726.6,723.94,522.1815647130989,1929.884913807632,284.76078235654944,2350.0,292.6538133424331,537.9676266848662,4,4,284.76078235654944,0
3486,1338.32,899.1407823565494,899.1407823565494,899.1407823565494,7,907.0338133424331,1338.32,907.0338133424331,1338.32,1408.82,1338.32,899.1407823565494,899.1407823565494,899.1407823565494,1338.32,907.0338133424331,907.0338133424331,6,4,899.1407823565494,0
3487,12684.88,4653.088559324307,785.6178235654937,435.77078235654943,19,1739.7138133424328,874.95,4490.442453506228,2128.8100000000004,12992.55,874.95,435.77078235654943,1786.1440416801638,435.77078235654943,2171.0,443.6638133424331,443.6638133424331,18,18,435.77078235654943,1
3488,77.59,-361.5892176434505,-361.5892176434505,-593.398607671638,24,-353.6961866575669,1125.1899999999996,-353.6961866575669,1513.05,77.59,899.1,-733.2684352869012,-361.5892176434505,478.9849138076317,77.59,467.8138133424331,-599.9547466302677,22,9,-361.5892176434505,0
3489,6953.730000000001,4850.285434008525,1083.3515647130992,-117.46921764345065,18,1886.063813342433,321.71,4797.299066712166,329.7,8284.429999999997,321.71,-117.46921764345065,1897.2349138076315,-117.46921764345065,2317.35,-109.57618665756695,-109.57618665756695,17,13,-117.46921764345065,0
3490,6959.0700000000015,4416.446216365074,649.5123470696483,-433.8392176434505,18,1886.063813342433,5.34,4371.352880054599,5.34,8289.769999999999,5.34,-433.8392176434505,1897.2349138076315,-433.8392176434505,2317.35,-425.9461866575669,-425.9461866575669,17,13,-433.8392176434505,0
