,merchantnum_amount_week_diff_max_1,merchantnum_amount_max_3,newmerch_30,cardnum_state_30,cardnum_state_15,newmerch_7,merchantnum_cardnum_3,cardnum_merchantnum_15,cardnum_merchantnum_30,cardnum_zip_7,Fraud
16426,-104.82520825016633,282.5,4,7,5,1,2,6,8,4,0
16427,70.67479174983367,2162.0,1,3,2,1,4,2,4,2,0
16428,2112.6747917498333,2500.0,2,3,2,0,1,2,5,1,0
16429,1901.224791749834,2288.55,0,6,4,0,5,4,6,2,0
16430,-229.1652082501664,158.16,5,3,3,1,1,8,8,3,0
16431,-323.3252082501663,64.0,1,4,3,1,1,3,4,3,0
16432,-69.52520825016632,317.8,1,8,3,0,1,5,16,2,0
16433,-311.9652082501663,75.36,0,9,9,0,2,16,24,11,0
16434,-147.32520825016633,240.0,10,14,8,3,35,11,20,5,0
16435,146.17479174983367,533.5,9,14,9,2,1,11,22,6,0
16436,-306.35520825016636,109.99,10,14,8,3,6,11,20,5,0
16437,-147.32520825016633,240.0,0,1,1,0,36,1,3,1,0
16438,-14.825208250166328,372.5,0,2,2,0,1,2,3,2,0
16439,62.07479174983365,449.4,0,5,3,0,7,3,5,3,0
16440,-100.2252082501663,287.1,0,3,3,0,3,3,3,2,0
16441,-341.3252082501663,46.0,1,7,7,1,1,10,13,5,0
16442,958.6747917498337,1346.0,0,3,3,0,1,2,3,3,0
16443,280.87479174983366,668.2,1,7,4,0,2,5,12,3,0
16444,-226.32520825016638,161.0,5,6,3,1,1,6,12,4,0
16445,-117.3552082501663,269.97,5,10,3,0,1,6,15,3,0
16446,-78.32520825016633,309.0,3,3,2,0,1,4,7,1,0
16447,-262.1452082501663,125.18,0,1,1,0,2,2,3,1,0
16448,631.1247917498338,1018.45,2,11,6,0,2,6,13,3,0
16449,-377.3252082501663,10.0,0,4,2,0,3,2,4,2,0
16450,200.67479174983367,2162.0,0,3,2,0,5,3,5,2,0
16451,1191.6747917498335,1579.0,1,8,8,0,3,9,11,5,0
16452,562.6747917498337,950.0,1,3,2,1,1,2,3,2,0
16453,-294.0752082501663,1812.0,0,6,4,0,3,6,8,5,0
16454,119.72479174983368,507.05,3,8,6,2,1,6,8,5,0
16455,-147.32520825016633,240.0,0,7,5,0,37,5,9,3,0
16456,3317.3747917498326,3704.7,15,18,14,1,3,25,42,10,0
16457,-347.8252082501663,39.5,10,11,7,5,1,14,23,8,0
16458,-74.30520825016634,313.02,1,4,4,0,7,5,5,2,0
16459,-377.0252082501663,10.3,4,1,1,0,1,2,6,1,0
16460,12.654791749833693,399.98,8,9,5,1,8,10,23,6,0
16461,-287.3252082501663,100.0,0,8,5,0,1,6,9,2,0
16462,-147.32520825016633,240.0,0,1,1,0,37,2,2,1,0
16463,-306.35520825016636,109.99,4,7,5,1,7,5,14,5,0
16464,-147.32520825016633,240.0,1,5,4,0,37,5,8,1,0
16465,-236.3452082501664,150.98,1,8,5,1,1,7,10,3,0
16466,-147.32520825016633,240.0,2,5,2,0,37,2,9,2,0
16467,-275.8252082501663,520.0,1,9,3,1,2,3,10,2,0
16468,568.4847917498338,955.81,0,3,2,0,2,3,4,2,0
16469,136.67479174983367,721.72,1,5,3,0,3,4,7,2,0
16470,315.6747917498337,703.0,0,8,5,0,1,5,8,4,0
16471,-147.32520825016633,240.0,3,7,5,1,37,7,13,4,0
16472,772.6747917498337,1160.0,22,14,9,5,1,30,49,17,0
16473,610.6747917498337,998.0,1,5,4,0,2,4,6,3,0
16474,296.62479174983366,683.95,1,2,1,0,3,1,2,1,0
16475,-324.6452082501663,62.68,2,1,1,1,1,4,5,1,0
16476,-295.10520825016636,92.22,1,3,2,1,1,4,5,3,0
16477,-216.6952082501664,170.63,3,10,7,1,1,8,13,5,0
16478,-262.3252082501663,125.0,5,9,5,0,1,6,15,4,0
16479,-358.1552082501663,29.17,1,2,1,0,1,1,3,1,0
16480,-333.42520825016635,53.9,3,9,9,2,1,10,13,5,0
16481,-337.37520825016634,49.95,0,2,2,0,1,2,2,1,0
16482,-380.0752082501663,7.25,7,11,7,5,1,13,18,7,0
16483,-37.325208250166334,350.0,2,8,5,1,1,6,11,5,0
16484,-249.32520825016638,138.0,2,10,6,0,1,9,14,6,0
16485,296.62479174983366,683.95,0,1,1,0,4,1,1,1,0
16486,-331.8252082501663,55.5,3,8,5,0,1,7,12,2,0
16487,2024.974791749834,2412.3,2,11,10,0,3,13,16,6,0
16488,197.67479174983367,585.0,2,5,3,1,1,3,5,1,0
16489,-206.4152082501664,180.91,0,8,7,0,7,8,11,5,0
16490,194.74479174983367,582.07,1,4,4,0,7,4,5,1,0
16491,-22.32520825016633,365.0,1,1,1,0,1,1,1,1,0
16492,-170.15520825016634,217.17,6,10,7,4,5,11,15,7,0
16493,-147.32520825016633,240.0,0,1,1,0,37,2,2,1,0
16494,-371.9052082501663,15.42,0,4,3,0,1,3,4,1,0
16495,-267.3252082501663,120.0,9,11,9,6,1,13,20,9,0
16496,-374.5752082501663,12.75,1,8,8,0,1,9,11,6,0
16497,112.67479174983367,500.0,2,7,6,2,1,8,11,9,0
16498,-352.3252082501663,35.0,1,2,2,1,1,2,2,1,0
16499,712.6747917498337,1100.0,0,7,5,0,1,5,12,3,0
16500,337.2347917498336,724.56,1,1,1,0,2,2,6,2,0
16501,-147.32520825016633,240.0,0,5,4,0,37,4,5,1,0
16502,-252.3852082501664,134.94,1,2,1,0,1,1,2,1,0
16503,-316.4652082501663,232.17,0,5,2,0,2,2,6,1,0
16504,-147.32520825016633,240.0,2,5,2,0,37,2,9,2,0
16505,-137.35520825016633,249.97,0,3,1,0,2,1,3,1,0
16506,-270.80520825016634,116.52,7,8,4,0,1,14,20,8,0
16507,-380.3952082501663,6.93,2,4,1,1,1,1,7,1,0
16508,560.6447917498339,947.97,1,1,1,0,2,3,6,1,0
16509,1191.6747917498335,1579.0,2,6,4,1,3,6,8,3,0
16510,-92.56520825016634,294.76,9,14,9,2,3,11,22,6,0
16511,389.6747917498337,777.0,1,6,3,0,1,3,7,1,0
16512,-147.32520825016633,240.0,3,4,1,0,38,1,6,1,0
16513,470.1747917498337,857.5,1,6,4,1,1,6,9,4,0
16514,-147.32520825016633,240.0,10,14,8,3,38,11,20,5,0
16515,-310.23520825016635,77.09,5,3,3,1,1,9,9,4,0
16516,568.4847917498338,955.81,0,2,2,0,3,2,2,1,0
16517,-170.15520825016634,217.17,0,1,1,0,5,1,1,1,0
16518,568.4847917498338,955.81,2,10,6,0,4,8,14,2,0
16519,597.5747917498336,984.9,2,11,4,1,2,7,16,5,0
16520,392.6747917498337,780.0,10,12,7,2,1,13,23,4,0
16521,-147.32520825016633,240.0,2,7,4,0,38,4,8,4,0
16522,146.17479174983367,533.5,1,8,5,0,2,6,13,4,0
16523,-13.645208250166323,373.68,6,3,3,2,1,10,10,4,0
16524,-66.74520825016634,320.58,5,4,2,0,3,3,7,1,0
16525,-349.1652082501663,38.16,3,3,1,2,1,2,4,2,0
16526,-296.12520825016634,91.2,2,9,6,0,1,8,12,5,0
16527,-72.32520825016633,315.0,2,7,4,1,1,6,9,3,0
16528,-263.12520825016634,124.2,0,1,1,0,5,1,1,1,0
16529,219.67479174983367,607.0,0,1,1,0,8,1,1,1,0
16530,-238.32520825016638,149.0,3,8,7,3,1,9,12,10,0
16531,-206.4152082501664,180.91,3,9,5,0,8,6,13,1,0
16532,-353.9952082501664,33.33,0,3,2,0,1,3,6,2,0
16533,2012.6747917498333,2400.0,2,8,5,1,4,7,10,4,0
16534,104.0247917498337,491.35,1,3,3,1,1,3,3,3,0
16535,-147.32520825016633,240.0,1,4,1,0,39,1,4,1,0
16536,4.674791749833672,392.0,2,6,5,1,2,10,11,7,0
16537,-147.32520825016633,240.0,0,1,1,0,39,2,2,1,0
16538,-71.43520825016634,315.89,3,3,3,0,1,5,7,2,0
16539,1140.6747917498335,1528.0,2,9,5,0,1,7,17,4,0
16540,-147.32520825016633,240.0,0,1,1,0,39,2,2,1,0
16541,219.67479174983367,607.0,1,3,3,1,8,3,3,3,0
16542,-147.32520825016633,240.0,0,5,4,0,39,4,5,1,0
16543,-147.32520825016633,240.0,2,5,2,0,39,2,9,2,0
16544,1210.6747917498335,1598.0,0,7,5,0,2,5,7,3,0
16545,-147.32520825016633,240.0,0,7,6,0,40,6,9,3,0
16546,296.6047917498336,683.93,4,11,3,2,1,4,14,20,0
16547,-118.2252082501663,269.1,2,6,4,1,6,6,8,4,0
16548,-343.3252082501663,44.0,0,3,2,0,1,2,5,2,0
16549,610.6747917498337,998.0,0,3,2,0,3,2,4,2,0
16550,-329.8559583198359,55.0,2,10,7,0,1,9,14,4,0
16551,-381.2359583198359,3.62,1,1,1,1,1,1,2,1,0
16552,-369.0059583198359,15.85,1,2,1,1,1,1,2,1,0
16553,-381.1859583198359,240.0,0,4,2,0,41,3,5,2,0
16554,-360.8559583198359,24.0,2,11,10,0,1,13,16,7,0
16555,-381.1859583198359,240.0,0,4,2,0,41,3,5,2,0
16556,-293.6559583198359,91.2,2,9,6,0,1,6,12,3,0
16557,-19.05595831983589,365.8,3,7,6,0,1,9,15,4,0
16558,1143.204041680164,1528.06,2,10,6,0,2,6,11,2,0
16559,-347.8559583198359,138.0,2,10,7,0,1,9,14,4,0
16560,815.144041680164,1200.0,1,1,1,1,1,1,1,1,0
16561,-329.8559583198359,55.0,0,4,3,0,1,3,4,2,0
16562,-59.85595831983591,325.0,2,4,1,1,1,1,5,1,0
16563,206.89404168016412,591.75,1,10,8,0,1,9,15,1,0
16564,433.1440416801641,818.0,2,10,8,1,1,10,16,2,0
16565,-374.5659583198359,134.94,1,2,1,0,1,1,2,1,0
16566,-15.985958319835902,683.95,0,1,1,0,5,1,1,1,0
16567,-381.0559583198359,240.0,0,1,1,0,41,1,3,1,0
16568,-283.3559583198359,101.5,0,0,0,0,1,0,0,0,0
16569,-370.575958319836,217.17,2,8,4,1,6,6,10,5,0
16570,-0.09595831983591553,384.76,3,3,3,2,1,3,3,2,0
16571,-349.8559583198359,35.0,2,1,1,1,1,1,3,1,0
16572,111.04404168016407,495.9,0,0,0,0,1,0,0,0,0
16573,-375.8659583198359,8.99,3,3,2,2,1,3,3,2,0
16574,-67.7959583198359,317.06,1,3,3,1,1,4,6,2,0
16575,-68.8559583198359,316.0,1,5,4,0,1,3,7,3,0
16576,-327.4859583198359,75.36,0,4,2,0,3,2,5,2,0
16577,-351.8559583198359,33.0,5,4,4,0,1,7,11,1,0
16578,-199.9559583198359,2412.3,22,15,10,4,4,29,50,17,0
16579,-316.9059583198359,67.95,22,15,10,4,1,29,50,17,0
16580,353.60404168016413,738.46,2,6,3,1,9,2,6,2,0
16581,-337.1659583198359,47.69,1,4,4,1,1,4,5,1,0
16582,-315.3559583198359,69.5,2,7,5,1,1,5,7,5,0
16583,3050.844041680164,3435.7,3,9,6,0,1,7,13,2,0
16584,69.1440416801641,454.0,3,9,5,2,1,6,14,3,0
16585,50.1440416801641,435.0,1,8,6,1,1,8,10,4,0
16586,-381.0059583198359,240.0,0,4,2,0,41,3,5,2,0
16587,-287.2959583198359,99.89,1,3,2,0,2,2,3,1,0
16588,-381.0059583198359,240.0,0,4,2,0,41,3,5,2,0
16589,-340.4059583198359,44.45,2,3,2,1,1,2,3,2,0
16590,-351.8759583198359,163.77,3,2,2,0,2,5,7,2,0
16591,-351.39595831983587,180.91,2,3,3,1,9,4,5,3,0
16592,-131.31595831983594,1657.36,1,12,7,0,11,7,15,5,0
16593,-334.8559583198359,50.0,3,3,1,1,1,1,5,1,0
16594,-222.35595831983588,162.5,0,1,1,0,1,1,1,1,0
16595,-376.6659583198359,8.19,1,1,1,1,1,2,2,1,0
16596,-364.4959583198359,20.36,2,2,2,2,1,3,3,2,0
16597,-329.02595831983587,105.28,0,1,1,0,2,2,3,1,0
16598,-336.9059583198359,47.95,6,5,3,2,1,6,10,4,0
16599,272.2440416801641,657.1,2,3,2,1,4,4,6,2,0
16600,-331.8559583198359,53.0,6,2,2,1,1,5,8,1,0
16601,353.60404168016413,738.46,0,4,4,0,10,4,4,2,0
16602,-333.95595831983593,50.9,2,1,1,1,1,2,2,1,0
16603,-381.0059583198359,240.0,0,4,2,0,41,3,5,2,0
16604,586.934041680164,971.79,3,10,10,2,1,11,14,6,0
16605,-373.0559583198359,11.8,2,5,2,1,1,3,5,1,0
16606,-124.8559583198359,350.0,2,8,5,1,1,6,11,5,0
16607,-42.49595831983589,607.0,2,8,6,1,9,9,11,4,0
16608,-381.0059583198359,240.0,0,4,2,0,41,3,5,2,0
16609,135.17404168016407,1657.36,1,3,1,0,12,1,3,1,0
16610,-374.8559583198359,10.0,0,3,2,0,1,3,6,2,0
16611,-67.7959583198359,317.06,1,3,3,1,1,4,6,2,0
16612,-231.8659583198359,152.99,6,4,3,1,1,4,8,2,0
16613,283.0040416801641,1657.36,2,7,4,1,13,4,6,4,0
16614,27.04404168016407,411.9,5,7,5,1,1,7,9,3,0
16615,-373.395958319836,240.0,0,3,3,0,41,3,5,2,0
16616,260.9840416801641,683.95,0,2,2,0,6,2,2,2,0
16617,-294.8559583198359,90.0,1,2,2,0,1,2,2,1,0
16618,1320.144041680164,1705.0,1,1,1,1,1,1,1,1,0
16619,-373.8759583198359,10.98,4,2,1,2,1,5,7,3,0
16620,-377.4159583198359,1293.68,0,1,1,0,4,1,1,1,0
16621,-284.8559583198359,100.0,4,8,5,1,1,5,11,2,0
16622,-375.6059583198359,9.25,9,11,9,4,1,13,21,6,0
16623,-284.25595831983594,100.6,2,1,1,1,1,1,3,1,0
16624,272.2440416801641,657.1,2,3,2,1,4,4,6,2,0
16625,350.6440416801641,735.5,1,5,5,1,1,6,6,0,0
16626,283.0040416801641,1657.36,9,14,9,2,13,10,22,5,0
16627,-373.395958319836,240.0,0,4,2,0,41,3,5,2,0
16628,1295.144041680164,1680.0,1,2,2,0,2,2,3,2,0
16629,-33.77595831983592,351.08,2,5,3,0,1,4,9,1,0
16630,-260.75595831983594,947.97,1,1,1,0,2,2,6,1,0
16631,-264.27595831983587,120.58,2,4,3,2,1,4,5,4,0
16632,351.1240416801641,735.98,8,15,6,1,2,7,20,2,0
16633,-349.455958319836,35.4,3,8,5,1,1,5,10,2,0
16634,322.2040416801641,707.06,0,1,1,0,6,1,1,1,0
16635,-223.35595831983588,161.5,2,12,11,0,1,14,17,8,0
16636,-289.3259583198359,95.53,4,5,3,1,1,3,7,1,0
16637,2.1440416801640936,387.0,3,10,6,2,1,6,14,4,0
16638,-224.50595831983588,488.35,1,6,3,1,1,3,8,2,0
16639,-84.8559583198359,300.0,0,4,3,0,1,3,4,1,0
16640,950.144041680164,1335.0,0,0,0,0,1,0,0,0,0
16641,-295.8559583198359,89.0,2,3,3,0,1,4,6,2,0
16642,1143.204041680164,1528.06,2,5,4,2,3,5,6,5,0
16643,-221.25595831983588,163.6,1,5,4,1,2,4,6,4,0
16644,-145.6759583198359,239.18,0,6,5,0,1,7,10,3,0
16645,-311.89595831983587,72.96,2,5,4,1,1,3,5,2,0
16646,-348.6259583198359,217.17,6,5,3,2,7,6,10,4,0
16647,826.944041680164,1211.8,2,4,3,0,1,3,6,1,0
16648,-379.1559583198359,5.7,7,1,1,2,1,6,10,2,0
16649,10.144041680164094,395.0,5,5,5,1,1,11,17,4,0
16650,-338.1159583198359,294.76,1,7,6,1,4,7,10,5,0
16651,-301.77595831983587,138.65,9,15,10,2,2,11,23,6,0
16652,464.3740416801641,849.23,0,4,3,0,1,4,5,4,0
16653,-134.8559583198359,250.0,2,4,4,1,1,4,4,2,0
16654,-103.92595831983593,280.93,0,4,1,0,1,0,2,1,0
16655,-373.4959583198359,11.36,1,2,2,0,2,3,4,2,0
16656,-319.4059583198359,65.45,0,1,1,0,1,1,1,1,0
16657,-342.7459583198359,291.0,3,10,5,0,2,9,17,2,0
16658,-162.2959583198359,222.56,1,13,8,0,1,7,15,6,0
16659,-367.9059583198359,50.85,2,3,3,0,3,5,7,3,0
16660,-89.3559583198359,295.5,4,8,6,1,1,8,11,4,0
16661,353.60404168016413,738.46,2,7,5,1,11,5,7,6,0
16662,705.424041680164,1090.28,2,4,2,0,1,2,8,1,0
16663,353.60404168016413,738.46,1,4,4,0,12,5,5,1,0
16664,-323.9459583198359,1678.08,0,7,5,0,5,7,11,6,0
16665,-268.2059583198359,116.65,4,10,7,1,1,8,14,3,0
16666,-124.8559583198359,350.0,2,8,5,1,1,6,11,5,0
16667,-284.8559583198359,100.0,3,6,4,0,2,4,10,2,0
16668,234.9040416801641,619.76,0,4,3,0,1,4,6,3,0
16669,272.2440416801641,657.1,3,10,10,2,5,11,14,6,0
16670,-248.4859583198359,136.37,1,1,1,1,1,1,1,1,0
16671,-64.8559583198359,320.0,3,9,6,0,1,8,13,3,0
16672,272.2440416801641,657.1,0,3,2,0,6,2,3,2,0
16673,882.644041680164,1267.5,10,6,3,1,1,7,16,3,0
16674,-354.5959583198359,30.26,0,0,0,0,1,0,0,1,0
16675,-248.85595831983588,136.0,1,7,6,1,1,8,11,6,0
16676,471.914041680164,856.77,2,10,6,0,2,8,14,2,0
16677,1463.1440416801638,1848.0,3,8,6,1,1,6,7,3,0
16678,225.96404168016412,610.82,9,11,9,4,1,14,22,7,0
16679,322.2040416801641,707.06,1,2,1,0,6,1,2,1,0
16680,-124.8559583198359,260.0,5,9,5,0,1,6,15,3,0
16681,52.90404168016408,437.76,0,0,0,0,1,0,0,2,0
16682,765.144041680164,1150.0,1,1,1,1,1,1,1,1,0
16683,283.0040416801641,1657.36,0,5,3,0,14,3,6,1,0
16684,-288.58595831983587,96.27,3,6,5,1,1,11,12,5,0
16685,-373.395958319836,240.0,1,2,1,0,41,1,4,20,0
16686,-55.14595831983593,329.71,0,2,2,0,1,2,2,0,0
16687,1566.1440416801638,1951.0,0,1,1,0,2,1,1,1,0
16688,6.644041680164094,391.5,3,10,8,1,3,9,13,5,0
16689,-348.455958319836,36.4,2,4,3,1,1,3,5,2,0
16690,-275.6559583198359,109.2,0,1,1,0,2,1,1,1,0
16691,-24.855958319835906,360.0,7,8,7,1,1,9,15,5,0
16692,-114.72595831983593,270.13,1,10,6,1,1,7,14,4,0
16693,-358.6859583198359,26.17,0,2,2,0,1,2,2,1,0
16694,-350.8559583198359,34.0,0,1,1,0,2,1,1,1,0
16695,-304.9059583198359,399.75,3,3,1,1,1,1,3,1,0
16696,-180.35595831983588,204.5,11,14,8,3,1,12,21,5,0
16697,-270.8559583198359,217.17,2,8,4,1,7,6,10,6,0
16698,-140.87595831983592,243.98,3,7,6,2,1,6,8,7,0
16699,283.0040416801641,1657.36,0,9,9,0,14,16,24,9,0
16700,-264.1259583198359,120.73,1,1,1,0,1,3,3,1,0
16701,-294.8559583198359,90.0,5,10,2,0,2,6,16,4,0
16702,-375.3559583198359,9.5,2,1,1,2,1,2,2,2,0
16703,-118.63595831983588,266.22,2,6,6,1,1,7,8,2,0
16704,464.3740416801641,849.23,0,4,3,0,1,4,5,4,0
16705,-234.9559583198359,149.9,3,5,2,0,1,3,9,2,0
16706,-275.4159583198359,109.44,4,8,8,1,1,12,16,3,0
16707,459.1440416801641,844.0,11,9,6,4,1,11,15,4,0
16708,-231.85595831983588,153.0,1,4,4,1,1,4,7,3,0
16709,-151.5059583198359,233.35,2,3,2,0,1,2,4,1,0
16710,353.60404168016413,738.46,0,8,7,0,12,8,11,5,0
16711,-231.5559583198359,153.3,1,2,2,0,1,2,3,0,0
16712,-326.6559583198359,58.2,0,5,3,0,1,3,5,2,0
16713,-373.395958319836,240.0,1,2,1,0,41,1,4,20,0
16714,-177.9959583198359,206.86,6,5,2,0,4,3,11,1,0
16715,65.11404168016412,449.97,0,5,3,0,1,3,5,2,0
16716,-55.99595831983589,328.86,4,6,4,2,1,3,8,2,0
16717,-160.52595831983592,224.33,1,3,1,0,1,1,3,1,0
16718,-324.8559583198359,124.2,3,6,3,0,6,4,10,3,0
16719,-356.8559583198359,28.0,5,7,4,0,1,4,7,2,0
16720,283.0040416801641,1657.36,0,7,5,0,15,5,12,3,0
16721,-205.2759583198359,179.58,3,3,3,2,1,5,5,3,0
16722,-214.85595831983588,170.0,4,13,9,1,1,12,25,6,0
16723,-373.8559583198359,11.0,4,8,5,1,4,6,12,3,0
16724,83.1440416801641,468.0,1,6,2,0,1,3,7,0,0
16725,-192.6559583198359,192.2,3,5,1,0,1,3,8,2,0
16726,405.1440416801641,790.0,4,7,5,1,1,6,12,4,0
16727,350.7840416801641,735.64,2,8,8,2,1,10,11,7,0
16728,-292.9059583198359,91.95,2,5,2,1,1,2,6,2,0
16729,-155.8559583198359,229.0,1,4,4,0,1,4,4,2,0
16730,-360.8759583198359,23.98,1,2,1,0,1,2,5,1,0
16731,-369.9059583198359,14.95,1,1,1,1,1,1,1,1,0
16732,1824.1040416801638,2208.96,22,15,10,4,1,30,51,18,0
16733,-373.395958319836,240.0,1,7,7,1,41,10,13,5,0
16734,404.664041680164,2412.3,0,7,5,0,5,5,7,3,0
16735,-373.8559583198359,11.0,2,7,4,0,5,5,9,2,0
16736,3663.1440416801643,4048.0,4,8,6,1,1,9,12,5,0
16737,283.0040416801641,1657.36,7,10,6,0,16,10,18,7,0
16738,-379.205958319836,5.65,2,7,4,1,1,4,10,3,0
16739,-319.8559583198359,65.0,1,3,3,0,1,3,3,2,0
16740,-344.8559583198359,40.0,1,7,5,1,1,5,10,3,0
16741,1341.144041680164,1726.0,0,1,1,0,4,3,3,2,0
16742,-342.4059583198359,42.45,0,3,3,0,1,5,5,4,0
16743,203.8540416801641,588.71,1,7,5,1,1,6,13,4,0
16744,251.3440416801641,636.2,0,0,0,0,1,0,0,1,0
16745,-378.2559583198359,36.08,22,15,10,4,2,30,51,18,0
16746,681.944041680164,1780.85,2,3,3,1,1,4,5,3,0
16747,-73.91595831983591,310.94,4,11,4,2,1,5,15,21,0
16748,-319.8759583198359,64.98,2,3,2,0,1,2,4,2,0
16749,-364.0459583198359,20.81,0,0,0,0,1,0,0,3,0
16750,-332.1559583198359,52.7,0,2,1,0,1,2,4,1,0
16751,-252.6159583198359,132.24,0,3,3,0,1,4,4,2,0
16752,1775.1440416801638,2460.0,3,4,2,0,2,2,6,1,0
16753,-301.8559583198359,124.2,0,8,7,0,6,8,11,5,0
16754,-319.8559583198359,65.0,1,3,3,0,1,3,3,2,0
16755,251.3440416801641,636.2,0,0,0,0,1,0,0,0,0
16756,-320.9759583198359,63.88,2,2,2,1,1,2,2,1,0
16757,-374.8559583198359,10.0,0,1,1,0,1,1,1,1,0
16758,-313.3059583198359,71.55,2,8,7,1,1,8,12,3,0
16759,-287.0359583198359,97.82,1,2,2,1,1,2,2,2,0
16760,-105.1059583198359,279.75,1,2,1,1,1,2,4,2,0
16761,-373.395958319836,240.0,0,4,2,0,41,3,5,2,0
16762,-357.8759583198359,320.58,1,8,6,1,4,7,10,5,0
16763,-248.4859583198359,136.37,1,1,1,1,1,1,1,1,0
16764,-17.855958319835906,367.0,5,7,5,1,1,7,9,4,0
16765,-232.3959583198359,1610.4,3,5,4,1,2,5,6,2,0
16766,-321.6859583198359,63.17,1,6,5,1,1,5,7,5,0
16767,-338.8559583198359,365.0,1,1,1,0,1,1,1,1,0
16768,191.444041680164,576.3,0,1,1,0,4,1,1,1,0
16769,-64.8559583198359,320.0,0,2,1,0,2,1,2,1,0
16770,-88.17595831983591,296.68,3,7,7,0,1,10,14,4,0
16771,-209.85595831983588,175.0,2,5,4,1,1,4,6,3,0
16772,656.654041680164,1041.51,0,4,3,0,1,4,6,2,0
16773,-241.85595831983588,143.0,9,11,5,3,1,9,18,7,0
16774,1341.144041680164,1726.0,0,4,4,0,5,4,4,2,0
16775,-304.6059583198359,80.25,0,5,5,0,1,6,7,2,0
16776,121.66404168016408,506.52,2,8,8,0,1,11,13,6,0
16777,1215.114041680164,1599.97,1,4,3,1,1,3,6,3,0
16778,3738.844041680164,4123.7,4,10,7,1,1,8,14,3,0
16779,-340.45595831983593,1108.78,4,4,2,0,2,2,7,1,0
16780,3454.1440416801647,3839.0,15,19,15,1,1,26,43,7,0
16781,-214.5859583198359,499.66,2,7,4,1,4,5,10,4,0
16782,-380.3659583198359,4.49,1,1,1,0,1,2,2,1,0
16783,-338.4759583198359,46.38,9,15,7,2,1,8,21,3,0
16784,111.04404168016407,495.9,0,0,0,0,1,0,0,1,0
16785,-304.9059583198359,79.95,1,2,2,1,2,2,2,2,0
16786,-377.835958319836,399.99,0,3,3,0,3,3,5,3,0
16787,-179.25595831983588,205.6,0,3,2,0,1,2,4,2,0
16788,404.5040416801641,789.36,5,9,6,1,1,9,14,4,0
16789,-319.8559583198359,65.0,0,3,2,0,2,2,4,1,0
16790,-215.50595831983588,169.35,0,1,1,0,1,1,1,1,1
16791,-264.8559583198359,120.0,6,6,4,1,1,8,10,4,0
16792,-221.85595831983588,163.0,1,4,3,1,1,3,4,1,0
16793,-254.85595831983588,130.0,2,1,1,2,1,3,3,2,0
16794,68.1440416801641,453.0,8,6,5,2,1,8,12,3,0
16795,-319.8559583198359,65.0,1,3,3,0,2,3,3,2,0
16796,121.6440416801641,506.5,0,0,0,0,1,0,0,4,0
16797,-270.50595831983594,114.35,0,1,1,0,1,1,1,1,0
16798,522.0040416801642,906.86,0,4,4,0,1,4,5,3,0
16799,-330.8559583198359,54.0,0,0,0,0,1,0,0,5,0
16800,-247.85595831983588,282.5,0,3,3,0,3,3,4,2,0
16801,-2.225958319835911,382.63,2,6,5,0,1,6,9,1,0
16802,-372.0659583198359,12.79,4,3,1,3,1,3,5,3,0
16803,-260.75595831983594,947.97,2,5,4,1,3,5,7,4,0
16804,-356.8559583198359,28.0,2,8,5,1,1,6,11,7,0
16805,948.814041680164,1333.67,0,1,1,0,1,0,1,0,0
16806,-84.8559583198359,300.0,2,1,1,0,1,3,3,1,0
16807,68.66404168016408,453.52,7,3,3,3,1,11,11,3,0
16808,-301.8559583198359,180.91,2,4,3,0,10,3,6,2,0
16809,-301.8559583198359,124.2,0,1,1,0,7,1,1,0,0
16810,225.0440416801641,609.9,0,3,1,0,1,1,3,1,0
16811,-367.7259583198359,17.13,4,13,9,1,1,13,26,7,0
16812,404.664041680164,2412.3,2,9,8,1,6,9,13,4,0
16813,178.39404168016412,563.25,2,1,1,1,1,3,7,2,0
16814,947.954041680164,1332.81,0,9,9,0,5,16,24,9,0
16815,89.1440416801641,474.0,1,9,7,0,1,8,12,6,0
16816,-373.395958319836,240.0,1,5,4,0,41,3,7,3,0
16817,8.644041680164094,393.5,2,4,2,1,2,2,6,2,0
16818,-206.1259583198359,178.73,1,6,2,0,1,2,7,2,0
16819,-361.3559583198359,23.5,2,5,4,1,1,6,8,5,0
16820,-180.3159583198359,204.54,5,6,4,0,1,8,15,1,0
16821,-345.0659583198359,77.81,4,8,6,1,2,9,12,5,0
16822,24.89404168016409,409.75,2,6,3,1,1,3,7,10,0
16823,310.1440416801641,695.0,3,3,1,1,1,1,5,1,0
16824,74.94404168016409,459.8,2,4,1,1,1,2,7,2,0
16825,-320.8559583198359,64.0,2,4,2,0,1,2,5,1,0
16826,39.494041680164116,424.35,1,3,3,1,1,4,6,2,0
16827,-359.1059583198359,25.75,4,1,1,2,1,6,7,1,0
16828,-319.4059583198359,65.45,2,5,5,0,2,6,6,1,0
16829,-44.85595831983591,340.0,0,4,3,0,1,3,4,1,0
16830,-296.8559583198359,88.0,1,8,3,0,1,5,16,2,0
16831,15.144041680164097,1062.5,0,1,1,0,3,1,1,1,0
16832,-314.9259583198359,437.92,5,10,2,0,3,7,17,5,0
16833,108.35404168016407,493.21,2,9,5,0,4,7,16,5,0
16834,-344.8459583198359,232.17,1,4,4,1,3,4,4,4,0
16835,-204.85595831983588,180.0,9,14,7,2,1,10,20,4,0
