,merchantnum_amount_week_diff_max_1,newmerch_30,cardnum_state_30,cardnum_state_15,newmerch_7,merchantnum_cardnum_3,cardnum_merchantnum_15,cardnum_merchantnum_30,cardnum_zip_7,Fraud
3327,-404.1792176434506,0,1,1,0,2,1,1,1,0
3328,169.4207823565494,0,7,4,0,4,6,10,3,0
3329,-417.8592176434506,0,2,2,0,4,2,2,4,0
3330,1141.8207823565494,2,4,2,0,1,2,5,2,0
3331,105.82078235654942,1,1,1,1,1,2,2,2,0
3332,1896.2207823565493,1,5,4,0,1,4,5,2,0
3333,-404.1792176434506,0,1,1,0,2,1,1,1,0
3334,-236.67921764345056,5,15,14,4,3,20,26,14,0
3335,-417.8592176434506,0,2,2,0,4,2,2,5,0
3336,-115.82921764345059,2,5,4,1,1,8,10,4,0
3337,-417.8592176434506,0,2,2,0,4,2,2,6,0
3338,938.8207823565492,0,4,4,0,1,5,6,3,0
3339,-428.57921764345065,6,6,5,1,1,7,14,3,0
3340,-404.1792176434506,0,1,1,0,2,1,1,1,0
3341,-333.1792176434506,1,2,2,1,1,6,11,2,0
3342,-434.3792176434506,6,13,10,2,1,33,42,12,0
3343,-322.2392176434506,0,1,1,0,1,2,2,1,0
3344,-236.67921764345056,5,15,14,4,3,20,26,14,0
3345,-417.8592176434506,0,2,2,0,4,2,2,7,0
3346,-417.8592176434506,0,2,2,0,4,2,2,8,0
3347,637.2207823565495,0,3,3,0,6,3,4,1,0
3348,-363.1292176434506,0,2,1,0,2,1,2,1,0
3349,-417.8592176434506,0,2,2,0,4,2,2,9,0
3350,2059.8207823565494,4,7,6,2,1,11,13,8,0
3351,2037.8207823565494,2,6,6,1,3,7,7,3,0
3352,-30.729217643450628,2,6,4,1,1,4,7,2,0
3353,-404.1792176434506,0,1,1,0,2,1,1,1,0
3354,-291.8792176434506,0,11,7,0,10,10,17,5,0
3355,-364.1792176434506,0,5,3,0,1,3,7,1,0
3356,-406.3992176434505,1,9,7,1,1,11,14,5,0
3357,-179.17921764345058,1,2,2,1,1,3,3,2,0
3358,-214.17921764345056,2,4,1,0,1,1,5,1,0
3359,-404.1792176434506,0,1,1,0,2,1,1,1,0
3360,-417.8592176434506,0,11,7,0,5,11,18,5,0
3361,-140.17921764345058,3,4,4,1,1,4,6,1,0
3362,235.82078235654944,0,1,1,0,1,1,2,1,0
3363,-111.94921764345058,0,3,3,0,6,2,2,3,0
3364,-430.6792176434506,2,5,4,1,2,6,8,3,0
3365,-174.18921764345058,0,8,8,0,1,13,14,12,1
3366,81.82078235654939,0,1,1,0,3,1,1,1,0
3367,-410.3192176434506,5,7,4,1,1,5,8,2,0
3368,1633.2107823565493,0,9,9,0,6,14,15,13,1
3369,1702.8207823565494,0,7,2,0,1,3,8,2,0
3370,-389.8592176434506,1,8,7,0,1,7,9,2,0
3371,-209.63921764345062,0,3,1,0,4,3,7,1,0
3372,-414.32921764345065,2,4,3,0,2,3,7,3,0
3373,-389.1792176434506,0,1,1,0,1,1,1,1,0
3374,652.1807823565492,2,5,4,2,1,4,5,3,0
3375,-189.17921764345056,1,1,1,1,1,1,1,1,0
3376,-404.1792176434506,0,1,1,0,2,1,1,1,0
3377,-316.3092176434506,2,2,2,1,1,2,3,2,0
3378,-74.2592176434506,0,9,9,0,1,15,16,14,1
3379,-45.97921764345063,1,4,1,0,1,1,4,1,0
3380,-257.2492176434506,0,2,1,0,1,1,2,1,0
3381,1558.8207823565494,2,14,11,1,1,19,26,5,0
3382,-417.8592176434506,0,2,2,0,5,2,2,10,0
3383,-374.1792176434506,1,8,5,0,1,7,11,3,0
3384,-338.9792176434506,2,10,6,1,1,10,18,2,0
3385,-181.67921764345056,1,1,1,1,1,1,1,1,0
3386,1702.8207823565494,0,7,2,0,1,3,8,2,0
3387,-417.8592176434506,0,2,2,0,5,2,2,11,0
3388,-354.1792176434506,0,4,1,0,1,1,5,1,0
3389,685.8607823565494,0,3,3,0,1,6,6,3,0
3390,1351.8207823565494,0,4,4,0,1,4,4,1,0
3391,1165.5807823565494,0,6,4,0,6,5,7,1,0
3392,250.82078235654944,1,2,1,0,1,1,2,0,0
3393,-333.57921764345065,2,4,2,1,1,3,4,2,0
3394,416.4407823565494,6,13,10,2,1,33,42,12,0
3395,-401.1792176434506,3,4,1,2,1,2,6,2,0
3396,2034.3807823565494,0,2,2,0,2,2,2,2,0
3397,-390.27921764345047,6,13,10,2,1,33,42,13,0
3398,-417.8592176434506,0,2,2,0,5,2,2,12,0
3399,-381.2992176434506,5,15,14,4,1,20,26,15,0
3400,-368.2592176434506,1,8,4,1,3,7,11,3,0
3401,-413.1792176434506,4,10,8,2,1,13,15,5,0
3402,-144.17921764345058,1,4,4,0,2,3,4,3,0
3403,-404.1792176434506,0,1,1,0,2,1,1,1,0
3404,474.86078235654935,0,2,1,0,1,1,2,1,0
3405,48.180782356549386,1,2,1,0,3,1,2,1,0
3406,160.82078235654942,1,3,2,0,1,2,3,1,0
3407,-404.1792176434506,0,1,1,0,2,1,1,1,0
3408,-316.96921764345063,0,2,2,0,5,2,2,13,0
3409,-324.1792176434506,2,2,2,2,1,2,2,2,0
3410,-163.17921764345058,0,4,4,0,1,7,7,4,0
3411,-316.96921764345063,5,7,4,1,6,5,8,2,0
3412,-111.94921764345058,0,9,9,0,6,15,16,14,1
3413,1060.8207823565494,2,8,3,0,3,3,12,2,0
3414,-209.38921764345062,1,4,3,0,1,3,5,2,0
3415,-316.96921764345063,0,2,2,0,6,2,2,14,0
3416,25.42078235654941,2,1,1,2,1,2,2,2,0
3417,1633.2107823565493,0,1,1,0,6,1,1,1,0
3418,-316.96921764345063,0,2,2,0,6,2,2,15,0
3419,-408.27921764345047,1,4,1,0,1,2,9,2,0
3420,-159.17921764345058,1,7,6,0,1,6,7,2,0
3421,-404.1792176434506,0,1,1,0,2,1,1,1,0
3422,-347.2292176434506,1,3,2,0,3,3,4,2,0
3423,81.82078235654939,0,4,4,0,4,4,4,4,0
3424,-294.26921764345065,0,1,1,0,1,1,1,1,0
3425,-316.96921764345063,0,2,2,0,6,2,2,16,0
3426,-316.96921764345063,0,2,2,0,6,2,2,17,0
3427,230.82078235654944,0,9,9,0,1,16,17,15,1
3428,-355.4992176434506,1,1,1,1,1,3,3,1,0
3429,28.82078235654939,0,2,1,0,1,1,2,0,0
3430,-412.0492176434506,1,4,2,0,1,1,4,1,0
3431,-291.1792176434506,2,14,11,1,2,20,27,6,0
3432,-179.60921764345062,6,13,10,2,1,33,42,14,0
3433,-322.64921764345064,1,4,3,0,1,4,5,3,0
3434,-192.4592176434506,3,5,4,1,5,5,9,3,0
3435,-382.09921764345063,2,3,3,1,1,4,4,1,0
3436,-394.9792176434506,3,10,6,2,1,11,19,3,0
3437,-274.17921764345056,3,8,5,1,1,5,13,4,0
3438,685.8607823565494,0,4,4,0,1,7,7,4,0
3439,-368.2592176434506,1,4,3,0,4,2,4,2,0
3440,-383.2492176434506,3,12,7,0,1,7,23,2,0
3441,-400.3192176434506,1,6,5,0,1,5,8,3,0
3442,-358.2592176434506,2,2,2,2,1,2,2,2,0
3443,1046.8207823565494,2,3,2,0,1,6,11,2,0
3444,-319.32921764345065,0,1,1,0,2,1,1,1,0
3445,-304.15921764345063,0,4,4,0,1,5,5,1,0
3446,-1.1492176434506405,0,4,3,0,1,5,6,4,0
3447,582.9907823565492,0,3,1,0,1,1,3,1,0
3448,-156.24921764345058,0,3,3,0,1,4,5,3,0
3449,87.82078235654942,1,1,1,1,1,1,1,1,0
3450,-346.6792176434506,1,11,6,0,1,10,20,5,0
3451,-313.0092176434506,0,4,3,0,1,4,5,2,0
3452,-399.6792176434506,1,3,3,1,1,3,3,3,0
3453,-429.27921764345047,0,4,4,0,1,6,6,1,0
3454,2056.8207823565494,0,8,3,0,3,4,9,3,0
3455,-331.1892176434506,0,3,3,0,1,4,4,3,0
3456,-411.1792176434506,1,3,2,1,1,2,4,1,0
3457,-260.17921764345056,3,5,5,1,3,5,7,2,0
3458,354.8207823565494,0,3,2,0,2,1,3,2,0
3459,-404.1792176434506,0,1,1,0,2,1,1,1,0
3460,-289.1792176434506,2,4,2,0,1,4,7,3,0
3461,-404.1792176434506,0,1,1,0,2,1,1,1,0
3462,-140.17921764345058,3,5,5,1,1,5,7,2,0
3463,-358.57921764345065,2,6,5,1,3,9,11,5,0
3464,-209.63921764345062,0,7,5,0,4,6,9,3,0
3465,-310.4492176434506,0,10,10,0,1,17,18,16,1
3466,90.27078235654943,1,9,7,1,1,12,14,6,0
3467,-316.96921764345063,0,2,2,0,6,2,2,18,0
3468,-206.91921764345062,3,2,2,0,1,2,7,2,0
3469,-316.96921764345063,0,2,2,0,6,2,2,19,0
3470,160.82078235654942,1,5,3,0,1,3,5,2,0
3471,-371.6792176434506,0,2,2,0,3,2,2,2,0
3472,-273.17921764345056,2,12,10,0,1,12,15,7,0
3473,-425.1892176434506,0,1,1,0,1,3,3,2,0
3474,-404.1792176434506,0,1,1,0,2,1,1,1,0
3475,-404.1792176434506,0,1,1,0,2,1,1,1,0
3476,-414.9292176434506,0,6,6,0,1,6,6,6,0
3477,-316.96921764345063,0,2,2,0,6,2,2,20,0
3478,320.90078235654937,0,2,2,0,4,2,2,2,0
3479,-430.1192176434506,1,1,1,0,1,3,3,1,0
3480,552.8207823565493,1,6,4,1,1,5,9,2,0
3481,-164.22921764345062,3,12,7,0,1,7,23,2,0
3482,-240.17921764345056,0,6,3,0,1,3,6,3,0
3483,-260.5592176434506,0,15,9,0,1,13,22,7,0
3484,-404.1792176434506,0,1,1,0,2,1,1,1,0
3485,284.76078235654944,0,2,2,0,2,4,5,2,0
3486,899.1407823565494,0,6,4,0,1,4,7,1,0
3487,435.77078235654943,0,11,11,0,1,18,19,17,1
3488,-361.58921764345047,2,9,4,0,4,9,24,1,0
3489,-117.46921764345065,1,9,7,0,1,13,18,7,0
3490,-433.83921764345047,1,9,7,0,1,13,18,8,0
3491,-418.9392176434506,0,1,1,0,1,1,1,1,0
3492,-373.0592176434506,5,4,4,2,2,6,9,2,0
3493,-172.5192176434506,2,5,4,1,1,7,9,4,0
3494,-241.57921764345062,1,4,3,0,3,3,4,2,0
3495,2037.8207823565494,1,3,1,1,3,3,6,2,0
3496,-420.51921764345065,0,1,1,0,1,4,4,3,0
3497,-316.96921764345063,0,2,2,0,6,2,2,21,0
3498,-294.1792176434506,0,1,1,0,1,1,1,1,0
3499,1366.8207823565494,2,9,7,0,1,6,11,2,0
3500,-261.07921764345065,5,4,4,5,1,8,8,3,0
3501,-429.27921764345047,0,4,4,0,1,6,6,1,0
3502,810.8207823565492,4,10,8,2,1,13,15,5,0
3503,685.8607823565494,0,4,4,0,1,7,7,4,0
3504,-386.0492176434506,1,1,1,1,1,1,1,1,0
3505,-133.55921764345058,0,11,11,0,2,18,19,17,1
3506,-80.1992176434506,2,5,4,0,2,4,8,4,0
3507,360.8207823565494,1,8,7,0,1,9,14,5,0
3508,1060.8207823565494,1,4,2,0,3,2,5,1,0
3509,-316.96921764345063,0,2,2,0,6,2,2,22,0
3510,-344.2392176434506,2,6,5,0,4,5,9,5,0
3511,-415.77921764345047,0,3,3,0,1,4,5,2,0
3512,-316.96921764345063,0,2,2,0,6,2,2,23,0
3513,-97.67921764345058,1,5,2,0,1,2,6,1,0
3514,-149.17921764345058,0,4,2,0,1,2,4,1,0
3515,-404.1792176434506,0,1,1,0,2,1,1,1,0
3516,218.15078235654946,0,4,3,0,1,4,5,1,0
3517,899.1407823565494,0,4,3,0,2,4,4,1,0
3518,-404.1792176434506,0,1,1,0,2,1,1,1,0
3519,-313.0092176434506,0,4,3,0,1,4,5,2,0
3520,-394.7392176434506,2,7,6,0,2,6,10,6,0
3521,203.82078235654944,1,4,4,0,1,6,6,3,0
3522,2037.8207823565494,1,3,1,1,3,3,6,2,0
3523,123.48078235654935,2,10,7,0,1,8,13,6,0
3524,-124.02921764345064,1,2,2,1,1,3,3,3,0
3525,-230.00921764345063,0,1,1,0,1,1,1,1,0
3526,-404.1792176434506,0,1,1,0,2,1,1,1,0
3527,-404.1792176434506,0,1,1,0,2,1,1,1,0
3528,-174.18921764345058,1,4,3,0,2,5,9,3,0
3529,-34.02921764345064,0,2,2,0,2,2,2,1,0
3530,-223.11921764345055,2,4,3,0,1,4,6,1,0
3531,-316.96921764345063,0,2,2,0,6,2,2,24,0
3532,-291.8792176434506,0,4,4,0,11,4,4,3,0
3533,-316.96921764345063,0,2,2,0,6,2,2,25,0
3534,-404.1792176434506,0,1,1,0,2,1,1,1,0
3535,497.3307823565494,1,4,4,0,5,4,4,2,0
3536,-95.17921764345058,0,15,9,0,1,14,23,8,0
3537,-194.17921764345056,0,4,4,0,1,5,5,3,0
3538,-316.96921764345063,0,2,2,0,6,2,2,26,0
3539,-316.96921764345063,0,2,2,0,6,2,2,27,0
3540,-408.1792176434506,6,15,11,3,1,15,24,8,0
3541,-358.21921764345063,0,1,1,0,1,1,1,1,0
3542,455.8207823565494,1,1,1,1,1,1,2,1,0
3543,-325.8692176434506,1,4,4,0,2,3,4,3,0
3544,-394.1792176434506,4,5,2,0,1,6,16,3,0
3545,-316.96921764345063,0,2,2,0,6,2,2,28,0
3546,-389.6792176434506,0,2,2,0,4,2,2,1,0
3547,-280.78921764345057,1,2,1,0,1,3,5,1,0
3548,-404.1792176434506,0,1,1,0,2,1,1,1,0
3549,-247.23921764345062,0,4,3,0,1,4,5,2,0
3550,-376.4992176434506,1,1,1,0,2,2,4,2,0
3551,-404.1792176434506,0,1,1,0,2,1,1,1,0
3552,-175.27921764345064,1,6,5,1,1,6,9,5,0
3553,-194.17921764345056,4,7,6,2,2,12,14,9,0
3554,-139.17921764345058,0,1,1,0,1,1,2,1,0
3555,-401.6792176434506,0,4,2,0,1,4,7,2,0
3556,-369.1492176434505,0,3,3,0,4,4,5,2,0
3557,-316.96921764345063,0,2,2,0,6,2,2,29,0
3558,-291.8792176434506,2,3,3,2,12,3,3,3,0
3559,493.22078235654936,4,9,4,0,1,5,15,3,0
3560,-220.17921764345056,0,9,7,0,12,11,15,8,0
3561,-434.1892176434506,1,4,4,1,1,7,7,2,0
3562,-425.1892176434506,0,1,1,0,1,3,3,2,0
3563,452.8207823565494,0,2,1,0,2,1,2,1,0
3564,-289.1792176434506,1,5,4,0,1,7,9,3,0
3565,-389.6792176434506,1,5,3,0,5,3,5,2,0
3566,-316.96921764345063,0,2,2,0,6,2,2,30,0
3567,-316.96921764345063,0,2,2,0,6,2,2,31,0
3568,-267.67921764345056,0,9,7,0,1,11,15,8,0
3569,-319.32921764345065,0,1,1,0,2,1,1,1,0
3570,-149.17921764345058,0,4,2,0,1,2,4,1,0
3571,-423.8592176434506,0,3,3,0,1,4,4,2,0
3572,-404.1792176434506,0,1,1,0,2,1,1,1,0
3573,-230.32921764345062,1,6,4,0,1,4,6,4,0
3574,-211.64921764345056,2,6,3,2,1,8,11,8,0
3575,320.90078235654937,0,2,2,0,4,2,2,2,0
3576,-415.7292176434506,0,6,5,0,2,5,8,2,0
3577,-316.96921764345063,0,2,2,0,6,2,2,32,0
3578,-111.94921764345058,0,1,1,0,7,1,1,1,0
3579,-331.6792176434506,4,5,3,2,1,4,9,2,0
3580,456.8207823565494,0,6,5,0,3,5,6,3,0
3581,-220.17921764345056,0,2,2,0,13,2,2,1,0
3582,0.8207823565493868,2,5,4,0,1,4,6,3,0
3583,435.77078235654943,0,1,1,0,2,1,1,1,0
3584,-413.9292176434506,0,2,1,0,1,1,2,0,0
3585,105.83078235654938,0,3,2,0,1,2,3,1,0
3586,176.75078235654934,0,5,4,0,5,5,8,1,0
3587,-389.1792176434506,4,6,4,1,1,8,11,5,0
3588,218.72078235654936,4,16,15,2,1,18,22,7,0
3589,-350.6192176434506,1,4,4,1,1,8,8,3,0
3590,-369.6792176434506,1,3,3,1,1,4,4,2,0
3591,-236.81921764345054,0,5,2,0,2,2,7,1,0
3592,-324.1792176434506,2,3,3,2,1,3,5,2,0
3593,-345.1792176434506,4,16,15,2,1,19,23,8,0
3594,-209.8774506086609,0,1,1,0,1,2,3,1,0
3595,-282.7774506086609,0,1,1,0,1,1,1,1,0
3596,3.032549391339103,0,2,1,0,1,2,3,1,0
3597,-308.81745060866086,1,2,2,1,1,3,5,2,0
3598,-333.3674506086609,0,3,3,0,2,5,6,3,0
3599,-164.47745060866092,0,2,2,0,1,2,3,2,0
3600,-354.9774506086609,2,5,4,1,1,7,9,4,0
3601,-354.9774506086609,0,5,2,0,2,3,8,1,0
3602,-275.9174506086609,0,4,2,0,7,2,4,1,0
3603,381.2825493913391,2,6,5,0,4,9,11,2,0
3604,-322.9174506086609,0,1,1,0,1,1,1,1,0
3605,-158.7174506086609,0,1,1,0,1,1,1,1,0
3606,-273.50745060866086,2,14,10,1,1,18,27,6,0
3607,179.5325493913391,1,3,3,0,1,2,3,3,0
3608,-245.57745060866088,2,3,2,1,1,2,6,1,0
3609,-153.7474506086609,2,3,2,1,1,3,6,2,0
3610,-84.71745060866091,1,9,7,1,1,12,14,7,0
3611,74.69254939133913,0,1,1,0,1,1,1,1,0
3612,-323.9174506086609,0,8,5,0,11,6,12,4,0
3613,35.5325493913391,1,4,3,0,1,3,5,2,0
3614,109.28254939133907,0,6,5,0,2,5,8,2,0
3615,-200.9374506086609,0,2,2,0,4,2,3,1,0
3616,-295.81745060866086,0,2,2,0,1,3,3,3,0
3617,161.2825493913391,0,3,3,0,1,2,2,1,0
3618,-103.71745060866093,2,3,3,0,1,4,6,2,0
3619,77.6625493913391,0,5,4,0,1,4,5,2,0
3620,-2.717450608660897,0,4,1,0,3,1,5,1,0
3621,-357.81745060866086,0,13,9,0,1,14,21,8,0
3622,-338.2374506086609,0,3,2,0,1,1,4,1,0
3623,-352.0274506086609,1,2,1,0,1,1,4,1,0
3624,-273.3374506086609,0,3,3,0,4,3,4,2,0
3625,2051.282549391339,1,3,2,0,1,2,4,1,0
3626,381.2825493913391,2,6,5,1,5,5,7,2,0
3627,-294.2174506086609,0,3,3,0,1,3,5,2,0
3628,-250.9174506086609,0,2,1,0,1,0,2,1,0
3629,-183.6674506086609,0,3,3,0,3,4,5,2,0
3630,-344.5174506086609,1,3,1,0,2,1,4,1,0
3631,4404.282549391339,5,18,14,1,1,15,31,3,0
3632,-332.81745060866086,6,13,10,2,1,32,43,14,0
3633,-284.56745060866086,2,12,10,1,3,12,19,9,0
3634,-174.57745060866088,1,5,5,0,1,8,9,4,0
3635,-221.9674506086609,1,9,9,0,1,10,13,3,0
3636,-2.717450608660897,2,5,4,1,4,8,9,5,0
3637,-297.1174506086609,1,4,3,0,3,3,4,2,0
3638,-161.4674506086609,6,13,10,2,1,32,43,14,0
3639,-81.3974506086609,0,3,3,0,1,3,4,3,0
3640,578.5525493913391,0,2,2,0,5,2,2,2,1
3641,-210.4674506086609,0,2,2,0,1,2,2,2,0
3642,173.48254939133915,0,2,1,0,1,1,2,1,0
3643,-58.7174506086609,1,4,4,0,1,5,6,2,0
3644,436.9825493913392,1,9,7,0,1,14,19,7,0
3645,341.2825493913391,0,5,3,0,1,3,5,1,0
3646,15.832549391339116,0,7,4,0,1,5,10,1,0
3647,-183.6674506086609,0,5,2,0,3,3,8,1,0
3648,634.9225493913391,0,2,2,0,6,2,3,2,0
3649,-2.717450608660897,0,4,1,0,4,1,5,1,0
3650,-352.12745060866087,0,4,4,0,3,4,5,3,0
3651,471.2825493913391,4,2,2,1,1,4,5,2,0
3652,-36.9674506086609,6,13,10,2,1,32,43,14,0
3653,-177.4174506086609,0,4,4,0,4,3,4,2,0
3654,-209.45745060866088,1,11,6,0,1,10,18,5,0
3655,-321.2174506086609,3,3,2,1,1,5,6,2,0
3656,-219.5274506086609,2,6,4,2,1,9,12,8,0
3657,541.2525493913391,2,6,3,0,1,4,8,2,0
3658,-253.9174506086609,1,2,2,1,1,6,11,2,0
3659,-294.3374506086609,6,13,10,2,1,32,43,15,0
3660,-265.3074506086609,0,2,2,0,5,2,2,1,0
3661,-112.1174506086609,1,6,4,1,1,4,6,4,0
3662,-103.01745060866092,2,4,4,0,1,5,7,3,0
3663,591.7225493913393,0,3,3,0,2,3,3,3,1
3664,949.2825493913392,0,6,5,0,1,5,8,2,0
3665,-23.517450608660912,1,11,7,0,2,11,18,6,0
3666,-353.75745060866086,0,14,1,0,2,1,18,1,0
3667,78.6625493913391,0,2,1,0,1,1,2,1,0
3668,-338.4774506086609,0,2,1,0,5,1,2,1,0
3669,-169.4574506086609,1,6,5,1,4,5,9,5,0
3670,80.72254939133909,1,11,8,0,5,12,18,7,0
3671,1866.2825493913392,0,5,3,0,1,3,5,1,0
3672,636.2825493913391,1,5,3,0,1,4,7,2,0
3673,36.2825493913391,1,1,1,1,1,1,1,1,0
3674,-283.8674506086609,0,8,5,0,11,6,12,4,0
3675,-228.8174506086609,3,6,5,1,1,10,12,3,0
3676,-309.3474506086609,6,13,10,2,1,33,44,16,0
3677,144.2825493913391,0,5,3,0,1,5,9,2,0
3678,-345.7174506086609,1,4,4,0,1,7,7,3,0
3679,122.50254939133913,2,12,10,1,2,12,19,9,0
3680,-93.73745060866085,2,8,7,0,1,7,11,6,0
3681,462.1125493913392,2,9,7,0,1,6,11,3,0
3682,-88.42745060866088,4,5,2,0,1,6,17,2,0
3683,-312.5174506086609,0,6,5,0,1,6,6,3,0
3684,-13.717450608660894,0,4,4,0,1,6,7,2,0
3685,-331.81745060866086,1,5,4,0,1,4,5,2,0
3686,103.38254939133913,4,9,9,1,1,16,20,4,0
3687,54.76254939133912,1,7,6,1,2,8,9,5,0
3688,-183.6674506086609,0,5,2,0,3,3,8,1,0
3689,198.0325493913391,1,4,2,0,2,2,4,1,0
3690,-0.7174506086608972,0,2,2,0,1,2,3,1,0
3691,-183.6674506086609,0,5,2,0,3,3,8,1,0
3692,-306.50745060866086,0,8,6,0,1,6,12,5,0
3693,-279.24745060866087,0,2,1,0,1,1,2,1,0
3694,-183.6674506086609,0,5,2,0,3,3,8,1,0
3695,-319.06745060866086,3,11,5,2,1,8,18,3,0
3696,-183.6674506086609,2,5,4,1,3,8,9,5,0
3697,1136.2825493913392,0,2,2,0,2,2,2,1,0
3698,794.4625493913393,3,11,5,2,6,9,19,4,0
3699,-195.51745060866088,0,5,3,0,1,3,5,2,0
3700,2140.282549391339,0,3,3,0,4,3,3,1,0
3701,-183.6674506086609,2,5,4,1,3,8,9,5,0
3702,-127.71745060866093,0,2,1,0,5,1,2,1,0
3703,-351.7174506086609,0,2,2,0,1,2,2,2,0
3704,461.2825493913391,1,4,4,1,1,4,4,4,0
3705,-251.88745060866088,0,2,2,0,4,2,2,1,0
3706,71.28254939133909,0,7,4,0,1,6,9,1,0
3707,1889.2825493913392,0,6,5,0,1,5,8,2,0
3708,136.2825493913391,0,3,3,0,2,3,3,3,0
3709,-183.6674506086609,2,5,4,1,3,8,9,5,0
3710,198.0325493913391,1,4,3,0,3,4,6,3,0
3711,-249.42745060866088,0,1,1,0,1,1,1,1,0
3712,493.2825493913391,0,3,1,0,1,1,3,1,0
3713,-290.2174506086609,1,8,8,1,1,10,10,5,0
3714,-331.2974506086609,0,4,2,0,1,2,5,1,0
3715,-233.9674506086609,1,5,3,0,1,5,8,3,0
3716,-189.8474506086609,0,5,3,0,1,4,6,3,0
3717,-259.7174506086609,2,4,3,1,2,3,4,2,0
3718,456.4225493913391,1,9,5,0,7,6,11,4,0
3719,-244.51745060866088,0,4,4,0,2,7,8,3,0
3720,12.782549391339106,1,5,3,0,1,4,8,2,0
3721,-180.6174506086609,5,4,4,5,1,8,8,3,0
3722,1136.2825493913392,0,1,1,0,3,1,1,1,0
3723,-334.9474506086609,1,2,2,1,1,2,2,2,0
3724,427.2825493913391,1,5,5,1,3,5,5,5,0
3725,174.2825493913391,2,4,4,1,1,6,9,3,0
3726,-206.9974506086609,0,1,1,0,1,4,6,2,0
3727,1306.2825493913392,0,12,8,0,3,11,19,5,0
3728,-137.0274506086609,3,5,5,0,1,6,9,1,0
3729,2124.1625493913393,0,9,1,0,1,1,9,1,0
3730,-283.7174506086609,1,1,1,1,1,1,1,1,0
3731,552.2825493913391,0,5,3,0,1,3,5,1,0
3732,-180.6174506086609,5,4,4,5,1,8,8,3,0
3733,80.7925493913391,0,7,4,0,1,6,10,3,0
3734,541.2525493913391,2,6,3,0,1,4,8,2,0
3735,-244.7174506086609,0,1,1,0,2,1,1,1,0
3736,-183.6674506086609,0,5,2,0,3,3,8,1,0
3737,-286.49745060866087,1,3,3,1,1,5,5,3,0
3738,634.9225493913391,0,2,2,0,6,2,3,2,0
3739,-311.81745060866086,1,6,5,0,1,5,6,3,0
3740,493.2825493913391,0,10,5,0,2,9,15,3,0
3741,-200.7174506086609,4,7,4,2,1,7,15,4,0
3742,-17.927450608660873,0,2,1,0,1,1,1,0,0
3743,-195.0674506086609,3,4,3,1,1,3,8,2,0
3744,1461.2825493913392,2,3,1,0,1,1,3,0,0
3745,-183.6674506086609,2,5,4,1,3,8,9,5,0
3746,493.2825493913391,0,13,9,0,3,15,22,8,0
3747,16580.28254939134,5,18,14,1,2,16,32,4,0
3748,-85.71745060866091,0,12,10,0,1,15,18,4,0
3749,1517.2825493913392,2,5,4,1,1,9,10,6,0
3750,-96.11745060866087,1,5,5,1,2,5,5,5,0
3751,-333.7174506086609,2,4,2,1,1,4,9,2,0
3752,448.9225493913391,0,2,2,0,4,2,2,2,0
3753,-331.2174506086609,0,3,2,0,1,1,4,1,0
3754,42.582549391339114,0,7,5,0,1,5,7,4,0
3755,1246.462549391339,0,5,4,0,1,5,6,3,0
3756,179.5325493913391,1,5,3,0,2,3,6,1,0
3757,-344.7174506086609,0,6,6,0,8,6,8,3,0
3758,-209.45745060866088,0,4,4,0,2,5,5,5,0
3759,-308.6174506086609,0,2,2,0,2,3,3,1,0
3760,-317.0174506086609,1,3,2,1,1,2,4,2,0
3761,-183.6674506086609,0,5,2,0,3,3,8,1,0
3762,-214.7774506086609,4,9,9,1,1,17,20,5,0
3763,-183.6674506086609,0,5,2,0,3,3,8,1,0
3764,-134.2774506086609,0,4,3,0,12,3,4,1,0
3765,-36.9674506086609,3,5,4,1,2,5,8,4,0
3766,35.5325493913391,1,4,3,0,1,4,6,3,0
3767,-138.94745060866092,1,4,1,0,1,2,6,1,0
3768,1866.2825493913392,1,6,4,0,2,4,6,4,0
3769,-58.73745060866088,2,2,2,2,1,7,12,3,0
3770,-339.7174506086609,0,3,3,0,1,4,4,4,0
3771,445.4825493913392,0,4,2,0,2,5,7,1,0
3772,-183.6674506086609,2,5,4,1,3,9,10,6,0
3773,1.8225493913391235,0,5,2,0,3,3,6,2,0
3774,-285.7174506086609,1,13,7,0,3,12,24,4,0
3775,-336.7174506086609,1,3,2,0,1,2,3,1,0
3776,-247.7174506086609,1,1,1,0,1,4,4,2,0
3777,-322.3274506086609,0,6,3,0,1,4,7,2,0
3778,-338.7274506086609,4,5,2,0,1,7,17,3,0
3779,8.342549391339105,0,7,6,0,3,7,7,4,0
3780,7.322549391339122,2,8,7,0,1,8,12,7,0
3781,1116.2825493913392,2,6,5,0,1,5,7,3,0
3782,634.9225493913391,0,3,2,0,7,2,3,1,0
3783,-258.06745060866086,0,2,1,0,1,1,3,1,0
3784,-333.7174506086609,2,1,1,2,1,2,2,2,0
3785,456.4225493913391,2,9,5,0,7,5,12,2,0
3786,-127.71745060866093,1,8,7,1,6,9,10,6,0
3787,-134.2774506086609,0,8,6,0,12,6,12,5,0
3788,491.2825493913391,1,4,2,1,1,6,8,2,0
3789,771.2825493913391,2,3,2,0,1,6,11,2,0
3790,-316.9274506086609,0,6,5,0,4,6,9,2,0
3791,-305.0174506086609,1,5,4,0,9,6,8,1,0
3792,-206.9974506086609,0,3,3,0,2,4,4,2,0
